competitor_id,region_id,brand_name,showroom_count,market_share_pct,popular_models,service_centers
COMP00732,RG0082,Mahindra Electric,4,6.47,"XUV400, BE 6",9
COMP00733,RG0082,BYD,2,2.33,"Atto 3, Seal",2
COMP00734,RG0082,Hyundai,9,13.17,"Kona Electric, Ioniq 5",18
COMP00735,RG0082,Ola Electric,7,10.26,"S1 Pro, S1 Air",11
COMP00736,RG0082,Ather Energy,3,4.87,"450X, Rizta",5
COMP00737,RG0082,TVS,4,5.81,"iQube, X",6
COMP00738,RG0082,Bajaj Auto,12,18.11,"Chetak, GoGo",19
COMP00739,RG0083,Tata Motors,13,19.11,"Nexon EV, Tiago EV, Punch EV",26
COMP00740,RG0083,MG Motor,10,15.05,"ZS EV, Comet EV",16
COMP00741,RG0083,Mahindra Electric,14,20.24,"XUV400, BE 6",27
COMP00742,RG0083,BYD,7,9.49,"Atto 3, Seal",10
COMP00743,RG0083,Hyundai,4,5.36,"Kona Electric, Ioniq 5",7
COMP00744,RG0083,Ola Electric,3,4.34,"S1 Pro, S1 Air",5
COMP00745,RG0083,Ather Energy,2,2.92,"450X, Rizta",3
COMP00746,RG0083,TVS,6,8.04,"iQube, X",9
COMP00747,RG0083,Bajaj Auto,11,15.45,"Chetak, GoGo",16
COMP00748,RG0084,Tata Motors,9,13.38,"Nexon EV, Tiago EV, Punch EV",18
COMP00749,RG0084,MG Motor,15,21.03,"ZS EV, Comet EV",22
COMP00750,RG0084,Mahindra Electric,7,10.72,"XUV400, BE 6",15
COMP00751,RG0084,BYD,1,0.58,"Atto 3, Seal",1
COMP00752,RG0084,Hyundai,21,29.82,"Kona Electric, Ioniq 5",40
COMP00753,RG0084,Ola Electric,6,8.03,"S1 Pro, S1 Air",9
COMP00754,RG0084,Ather Energy,7,10.04,"450X, Rizta",11
COMP00755,RG0084,TVS,1,0.77,"iQube, X",1
COMP00756,RG0084,Bajaj Auto,4,5.63,"Chetak, GoGo",6
COMP00757,RG0085,Tata Motors,10,14.48,"Nexon EV, Tiago EV, Punch EV",20
COMP00758,RG0085,MG Motor,2,2.74,"ZS EV, Comet EV",3
COMP00759,RG0085,Mahindra Electric,7,9.92,"XUV400, BE 6",13
COMP00760,RG0085,BYD,3,4.84,"Atto 3, Seal",5
COMP00761,RG0085,Hyundai,13,18.29,"Kona Electric, Ioniq 5",25
COMP00762,RG0085,Ola Electric,1,0.56,"S1 Pro, S1 Air",1
COMP00763,RG0085,Ather Energy,5,7.08,"450X, Rizta",8
COMP00764,RG0085,TVS,9,12.52,"iQube, X",13
COMP00765,RG0085,Bajaj Auto,20,29.57,"Chetak, GoGo",31
COMP00766,RG0086,Tata Motors,21,30.26,"Nexon EV, Tiago EV, Punch EV",41
COMP00767,RG0086,MG Motor,3,4.73,"ZS EV, Comet EV",5
COMP00768,RG0086,Mahindra Electric,8,11.93,"XUV400, BE 6",16
COMP00769,RG0086,BYD,7,10.31,"Atto 3, Seal",11
COMP00770,RG0086,Hyundai,17,24.58,"Kona Electric, Ioniq 5",33
COMP00771,RG0086,Ola Electric,1,1.24,"S1 Pro, S1 Air",1
COMP00772,RG0086,Ather Energy,6,8.64,"450X, Rizta",9
COMP00773,RG0086,TVS,1,1.08,"iQube, X",1
COMP00774,RG0086,Bajaj Auto,5,7.23,"Chetak, GoGo",8
COMP00775,RG0087,Tata Motors,8,11.87,"Nexon EV, Tiago EV, Punch EV",16
COMP00776,RG0087,MG Motor,5,7.32,"ZS EV, Comet EV",8
COMP00777,RG0087,Mahindra Electric,20,29.12,"XUV400, BE 6",40
COMP00778,RG0087,BYD,5,7.83,"Atto 3, Seal",8
COMP00779,RG0087,Hyundai,5,6.67,"Kona Electric, Ioniq 5",9
COMP00780,RG0087,Ola Electric,3,4.69,"S1 Pro, S1 Air",5
COMP00781,RG0087,Ather Energy,1,1.33,"450X, Rizta",1
COMP00782,RG0087,TVS,11,16.44,"iQube, X",17
COMP00783,RG0087,Bajaj Auto,10,14.73,"Chetak, GoGo",16
COMP00784,RG0088,Tata Motors,24,24.5,"Nexon EV, Tiago EV, Punch EV",46
COMP00785,RG0088,MG Motor,4,4.5,"ZS EV, Comet EV",7
COMP00786,RG0088,Mahindra Electric,14,13.82,"XUV400, BE 6",26
COMP00787,RG0088,BYD,2,1.65,"Atto 3, Seal",2
COMP00788,RG0088,Hyundai,24,24.53,"Kona Electric, Ioniq 5",46
COMP00789,RG0088,Ola Electric,20,20.41,"S1 Pro, S1 Air",30
COMP00790,RG0088,Ather Energy,6,5.92,"450X, Rizta",9
COMP00791,RG0088,TVS,1,0.3,"iQube, X",1
COMP00792,RG0088,Bajaj Auto,4,4.37,"Chetak, GoGo",6
COMP00793,RG0089,Tata Motors,6,5.86,"Nexon EV, Tiago EV, Punch EV",11
COMP00794,RG0089,MG Motor,9,9.15,"ZS EV, Comet EV",14
COMP00795,RG0089,Mahindra Electric,12,12.36,"XUV400, BE 6",23
COMP00796,RG0089,BYD,12,12.04,"Atto 3, Seal",18
COMP00797,RG0089,Hyundai,21,21.7,"Kona Electric, Ioniq 5",41
COMP00798,RG0089,Ola Electric,10,9.89,"S1 Pro, S1 Air",15
COMP00799,RG0089,Ather Energy,13,13.42,"450X, Rizta",20
COMP00800,RG0089,TVS,5,4.65,"iQube, X",7
COMP00801,RG0089,Bajaj Auto,11,10.93,"Chetak, GoGo",16
COMP00802,RG0090,Tata Motors,11,17.74,"Nexon EV, Tiago EV, Punch EV",21
COMP00803,RG0090,MG Motor,9,13.75,"ZS EV, Comet EV",13
COMP00804,RG0090,Mahindra Electric,8,12.99,"XUV400, BE 6",16
COMP00805,RG0090,BYD,3,4.84,"Atto 3, Seal",5
COMP00806,RG0090,Hyundai,9,13.93,"Kona Electric, Ioniq 5",17
COMP00807,RG0090,Ola Electric,10,15.12,"S1 Pro, S1 Air",14
COMP00808,RG0090,Ather Energy,7,11.6,"450X, Rizta",11
COMP00809,RG0090,TVS,6,9.41,"iQube, X",9
COMP00810,RG0090,Bajaj Auto,1,0.62,"Chetak, GoGo",1
COMP00811,RG0091,Tata Motors,22,35.48,"Nexon EV, Tiago EV, Punch EV",42
COMP00812,RG0091,MG Motor,3,5.33,"ZS EV, Comet EV",5
COMP00813,RG0091,Mahindra Electric,13,21.27,"XUV400, BE 6",25
COMP00814,RG0091,BYD,10,16.42,"Atto 3, Seal",15
COMP00815,RG0091,Hyundai,2,2.66,"Kona Electric, Ioniq 5",3
COMP00816,RG0091,Ola Electric,9,14.22,"S1 Pro, S1 Air",13
COMP00817,RG0091,Ather Energy,1,0.91,"450X, Rizta",1
COMP00818,RG0091,TVS,1,0.25,"iQube, X",1
COMP00819,RG0091,Bajaj Auto,2,3.46,"Chetak, GoGo",3
COMP00820,RG0092,Tata Motors,9,13.92,"Nexon EV, Tiago EV, Punch EV",17
COMP00821,RG0092,MG Motor,5,7.19,"ZS EV, Comet EV",7
COMP00822,RG0092,Mahindra Electric,4,6.84,"XUV400, BE 6",8
COMP00823,RG0092,BYD,6,10.23,"Atto 3, Seal",10
COMP00824,RG0092,Hyundai,4,6.77,"Kona Electric, Ioniq 5",8
COMP00825,RG0092,Ola Electric,6,9.79,"S1 Pro, S1 Air",9
COMP00826,RG0092,Ather Energy,5,8.53,"450X, Rizta",8
COMP00827,RG0092,TVS,19,29.57,"iQube, X",28
COMP00828,RG0092,Bajaj Auto,5,7.16,"Chetak, GoGo",7
COMP00829,RG0093,Tata Motors,20,32.02,"Nexon EV, Tiago EV, Punch EV",38
COMP00830,RG0093,MG Motor,7,11.43,"ZS EV, Comet EV",11
COMP00831,RG0093,Mahindra Electric,9,14.05,"XUV400, BE 6",17
COMP00832,RG0093,BYD,5,7.32,"Atto 3, Seal",7
COMP00833,RG0093,Hyundai,7,10.58,"Kona Electric, Ioniq 5",13
COMP00834,RG0093,Ola Electric,4,7.07,"S1 Pro, S1 Air",7
COMP00835,RG0093,Ather Energy,8,12.13,"450X, Rizta",11
COMP00836,RG0093,TVS,2,3.33,"iQube, X",3
COMP00837,RG0093,Bajaj Auto,1,2.07,"Chetak, GoGo",2
COMP00838,RG0094,Tata Motors,8,12.98,"Nexon EV, Tiago EV, Punch EV",16
COMP00839,RG0094,MG Motor,4,5.84,"ZS EV, Comet EV",5
COMP00840,RG0094,Mahindra Electric,5,8.0,"XUV400, BE 6",10
COMP00841,RG0094,BYD,5,7.15,"Atto 3, Seal",7
COMP00842,RG0094,Hyundai,4,6.3,"Kona Electric, Ioniq 5",8
COMP00843,RG0094,Ola Electric,5,7.67,"S1 Pro, S1 Air",7
COMP00844,RG0094,Ather Energy,2,2.71,"450X, Rizta",3
COMP00845,RG0094,TVS,6,10.0,"iQube, X",9
COMP00846,RG0094,Bajaj Auto,25,39.35,"Chetak, GoGo",37
COMP00847,RG0095,Tata Motors,13,21.13,"Nexon EV, Tiago EV, Punch EV",25
COMP00848,RG0095,MG Motor,4,7.03,"ZS EV, Comet EV",7
COMP00849,RG0095,Mahindra Electric,1,1.27,"XUV400, BE 6",2
COMP00850,RG0095,BYD,19,30.62,"Atto 3, Seal",29
COMP00851,RG0095,Hyundai,8,12.5,"Kona Electric, Ioniq 5",15
COMP00852,RG0095,Ola Electric,5,8.05,"S1 Pro, S1 Air",8
COMP00853,RG0095,Ather Energy,3,4.72,"450X, Rizta",4
COMP00854,RG0095,TVS,5,8.36,"iQube, X",8
COMP00855,RG0095,Bajaj Auto,4,6.32,"Chetak, GoGo",6
COMP00856,RG0096,Tata Motors,4,7.28,"Nexon EV, Tiago EV, Punch EV",6
COMP00857,RG0096,MG Motor,1,2.54,"ZS EV, Comet EV",2
COMP00858,RG0096,Mahindra Electric,19,38.53,"XUV400, BE 6",34
COMP00859,RG0096,BYD,4,8.71,"Atto 3, Seal",6
COMP00860,RG0096,Hyundai,3,6.26,"Kona Electric, Ioniq 5",6
COMP00861,RG0096,Ola Electric,5,10.27,"S1 Pro, S1 Air",7
COMP00862,RG0096,Ather Energy,3,5.58,"450X, Rizta",4
COMP00863,RG0096,TVS,1,1.5,"iQube, X",1
COMP00864,RG0096,Bajaj Auto,10,19.33,"Chetak, GoGo",13
COMP00865,RG0097,Tata Motors,8,16.15,"Nexon EV, Tiago EV, Punch EV",14
COMP00866,RG0097,MG Motor,6,11.01,"ZS EV, Comet EV",8
COMP00867,RG0097,Mahindra Electric,15,30.29,"XUV400, BE 6",27
COMP00868,RG0097,BYD,1,1.77,"Atto 3, Seal",1
COMP00869,RG0097,Hyundai,2,4.87,"Kona Electric, Ioniq 5",4
COMP00870,RG0097,Ola Electric,6,12.55,"S1 Pro, S1 Air",9
COMP00871,RG0097,Ather Energy,6,12.97,"450X, Rizta",9
COMP00872,RG0097,TVS,2,4.33,"iQube, X",3
COMP00873,RG0097,Bajaj Auto,3,6.06,"Chetak, GoGo",4
COMP00874,RG0098,Tata Motors,8,15.56,"Nexon EV, Tiago EV, Punch EV",14
COMP00875,RG0098,MG Motor,13,25.04,"ZS EV, Comet EV",17
COMP00876,RG0098,Mahindra Electric,4,7.69,"XUV400, BE 6",7
COMP00877,RG0098,BYD,1,2.15,"Atto 3, Seal",1
COMP00878,RG0098,Hyundai,1,2.18,"Kona Electric, Ioniq 5",2
COMP00879,RG0098,Ola Electric,3,5.29,"S1 Pro, S1 Air",4
COMP00880,RG0098,Ather Energy,4,7.52,"450X, Rizta",5
COMP00881,RG0098,TVS,15,29.95,"iQube, X",21
COMP00882,RG0098,Bajaj Auto,2,4.62,"Chetak, GoGo",3
COMP00883,RG0099,Tata Motors,7,14.0,"Nexon EV, Tiago EV, Punch EV",12
COMP00884,RG0099,MG Motor,11,22.9,"ZS EV, Comet EV",16
COMP00885,RG0099,Mahindra Electric,6,11.04,"XUV400, BE 6",10
COMP00886,RG0099,BYD,4,7.03,"Atto 3, Seal",5
COMP00887,RG0099,Hyundai,10,19.66,"Kona Electric, Ioniq 5",17
COMP00888,RG0099,Ola Electric,4,7.87,"S1 Pro, S1 Air",5
COMP00889,RG0099,Ather Energy,1,1.18,"450X, Rizta",1
COMP00890,RG0099,TVS,7,14.93,"iQube, X",10
COMP00891,RG0099,Bajaj Auto,1,1.39,"Chetak, GoGo",1
COMP00892,RG0100,Tata Motors,16,32.55,"Nexon EV, Tiago EV, Punch EV",29
COMP00893,RG0100,MG Motor,5,10.4,"ZS EV, Comet EV",7
COMP00894,RG0100,Mahindra Electric,5,10.0,"XUV400, BE 6",9
COMP00895,RG0100,BYD,3,6.02,"Atto 3, Seal",4
COMP00896,RG0100,Hyundai,5,9.01,"Kona Electric, Ioniq 5",8
COMP00897,RG0100,Ola Electric,3,6.99,"S1 Pro, S1 Air",5
COMP00898,RG0100,Ather Energy,5,9.14,"450X, Rizta",6
COMP00899,RG0100,TVS,3,5.61,"iQube, X",4
COMP00900,RG0100,Bajaj Auto,5,10.28,"Chetak, GoGo",7
COMP00901,RG0101,Tata Motors,2,4.23,"Nexon EV, Tiago EV, Punch EV",4
COMP00902,RG0101,MG Motor,5,10.35,"ZS EV, Comet EV",7
COMP00903,RG0101,Mahindra Electric,4,8.74,"XUV400, BE 6",8
COMP00904,RG0101,BYD,9,17.07,"Atto 3, Seal",12
COMP00905,RG0101,Hyundai,4,8.14,"Kona Electric, Ioniq 5",7
COMP00906,RG0101,Ola Electric,9,17.84,"S1 Pro, S1 Air",12
COMP00907,RG0101,Ather Energy,5,10.88,"450X, Rizta",8
COMP00908,RG0101,TVS,7,14.27,"iQube, X",10
COMP00909,RG0101,Bajaj Auto,4,8.48,"Chetak, GoGo",6
COMP00910,RG0102,Tata Motors,17,22.5,"Nexon EV, Tiago EV, Punch EV",29
COMP00911,RG0102,MG Motor,16,21.13,"ZS EV, Comet EV",22
COMP00912,RG0102,Mahindra Electric,12,15.48,"XUV400, BE 6",20
COMP00913,RG0102,BYD,9,12.27,"Atto 3, Seal",13
COMP00914,RG0102,Hyundai,4,5.07,"Kona Electric, Ioniq 5",7
COMP00915,RG0102,Ola Electric,13,17.63,"S1 Pro, S1 Air",18
COMP00916,RG0102,Ather Energy,1,1.07,"450X, Rizta",1
COMP00917,RG0102,TVS,1,0.75,"iQube, X",1
COMP00918,RG0102,Bajaj Auto,3,4.1,"Chetak, GoGo",4
COMP00919,RG0103,Tata Motors,16,20.9,"Nexon EV, Tiago EV, Punch EV",27
COMP00920,RG0103,MG Motor,9,12.42,"ZS EV, Comet EV",13
COMP00921,RG0103,Mahindra Electric,11,15.18,"XUV400, BE 6",20
COMP00922,RG0103,BYD,4,5.7,"Atto 3, Seal",6
COMP00923,RG0103,Hyundai,12,16.47,"Kona Electric, Ioniq 5",22
COMP00924,RG0103,Ola Electric,3,3.79,"S1 Pro, S1 Air",4
COMP00925,RG0103,Ather Energy,1,1.44,"450X, Rizta",1
COMP00926,RG0103,TVS,11,15.1,"iQube, X",15
COMP00927,RG0103,Bajaj Auto,7,9.0,"Chetak, GoGo",9
COMP00928,RG0104,Tata Motors,15,20.1,"Nexon EV, Tiago EV, Punch EV",26
COMP00929,RG0104,MG Motor,9,11.88,"ZS EV, Comet EV",12
COMP00930,RG0104,Mahindra Electric,4,5.89,"XUV400, BE 6",8
COMP00931,RG0104,BYD,3,3.39,"Atto 3, Seal",3
COMP00932,RG0104,Hyundai,1,0.95,"Kona Electric, Ioniq 5",1
COMP00933,RG0104,Ola Electric,23,30.51,"S1 Pro, S1 Air",31
COMP00934,RG0104,Ather Energy,1,0.52,"450X, Rizta",1
COMP00935,RG0104,TVS,14,18.55,"iQube, X",19
COMP00936,RG0104,Bajaj Auto,6,8.21,"Chetak, GoGo",8
COMP00937,RG0105,Tata Motors,11,22.58,"Nexon EV, Tiago EV, Punch EV",19
COMP00938,RG0105,MG Motor,6,12.6,"ZS EV, Comet EV",8
COMP00939,RG0105,Mahindra Electric,9,18.76,"XUV400, BE 6",16
COMP00940,RG0105,BYD,2,3.71,"Atto 3, Seal",2
COMP00941,RG0105,Hyundai,1,0.74,"Kona Electric, Ioniq 5",1
COMP00942,RG0105,Ola Electric,3,6.43,"S1 Pro, S1 Air",4
COMP00943,RG0105,Ather Energy,5,9.67,"450X, Rizta",6
COMP00944,RG0105,TVS,1,2.72,"iQube, X",2
COMP00945,RG0105,Bajaj Auto,11,22.79,"Chetak, GoGo",15
COMP00946,RG0106,Tata Motors,7,13.82,"Nexon EV, Tiago EV, Punch EV",12
COMP00947,RG0106,MG Motor,1,2.73,"ZS EV, Comet EV",2
COMP00948,RG0106,Mahindra Electric,5,11.12,"XUV400, BE 6",9
COMP00949,RG0106,BYD,5,9.41,"Atto 3, Seal",6
COMP00950,RG0106,Hyundai,6,11.94,"Kona Electric, Ioniq 5",10
COMP00951,RG0106,Ola Electric,8,17.18,"S1 Pro, S1 Air",11
COMP00952,RG0106,Ather Energy,1,0.54,"450X, Rizta",1
COMP00953,RG0106,TVS,7,14.97,"iQube, X",10
COMP00954,RG0106,Bajaj Auto,9,18.29,"Chetak, GoGo",12
COMP00955,RG0107,Tata Motors,4,7.54,"Nexon EV, Tiago EV, Punch EV",6
COMP00956,RG0107,MG Motor,2,3.67,"ZS EV, Comet EV",2
COMP00957,RG0107,Mahindra Electric,9,18.69,"XUV400, BE 6",16
COMP00958,RG0107,BYD,2,5.0,"Atto 3, Seal",3
COMP00959,RG0107,Hyundai,11,22.78,"Kona Electric, Ioniq 5",19
COMP00960,RG0107,Ola Electric,13,27.66,"S1 Pro, S1 Air",18
COMP00961,RG0107,Ather Energy,1,1.12,"450X, Rizta",1
COMP00962,RG0107,TVS,2,3.38,"iQube, X",2
COMP00963,RG0107,Bajaj Auto,5,10.16,"Chetak, GoGo",7
COMP00964,RG0108,Tata Motors,2,4.65,"Nexon EV, Tiago EV, Punch EV",4
COMP00965,RG0108,MG Motor,1,2.0,"ZS EV, Comet EV",1
COMP00966,RG0108,Mahindra Electric,4,8.13,"XUV400, BE 6",7
COMP00967,RG0108,BYD,22,46.49,"Atto 3, Seal",31
COMP00968,RG0108,Hyundai,8,16.97,"Kona Electric, Ioniq 5",14
COMP00969,RG0108,Ola Electric,4,8.02,"S1 Pro, S1 Air",5
COMP00970,RG0108,Ather Energy,1,2.16,"450X, Rizta",1
COMP00971,RG0108,TVS,1,3.06,"iQube, X",2
COMP00972,RG0108,Bajaj Auto,4,8.52,"Chetak, GoGo",6
COMP00973,RG0109,Tata Motors,5,9.96,"Nexon EV, Tiago EV, Punch EV",8
COMP00974,RG0109,MG Motor,3,6.89,"ZS EV, Comet EV",5
COMP00975,RG0109,Mahindra Electric,7,14.05,"XUV400, BE 6",12
COMP00976,RG0109,BYD,3,6.0,"Atto 3, Seal",4
COMP00977,RG0109,Hyundai,7,14.63,"Kona Electric, Ioniq 5",12
COMP00978,RG0109,Ola Electric,3,6.43,"S1 Pro, S1 Air",4
COMP00979,RG0109,Ather Energy,9,19.67,"450X, Rizta",13
COMP00980,RG0109,TVS,6,12.54,"iQube, X",8
COMP00981,RG0109,Bajaj Auto,5,9.83,"Chetak, GoGo",6
COMP00982,RG0110,Tata Motors,26,23.56,"Nexon EV, Tiago EV, Punch EV",53
COMP00983,RG0110,MG Motor,9,7.86,"ZS EV, Comet EV",14
COMP00984,RG0110,Mahindra Electric,10,9.24,"XUV400, BE 6",21
COMP00985,RG0110,BYD,10,9.05,"Atto 3, Seal",16
COMP00986,RG0110,Hyundai,7,6.3,"Kona Electric, Ioniq 5",14
COMP00987,RG0110,Ola Electric,4,3.73,"S1 Pro, S1 Air",7
COMP00988,RG0110,Ather Energy,14,12.58,"450X, Rizta",22
COMP00989,RG0110,TVS,18,16.51,"iQube, X",29
COMP00990,RG0110,Bajaj Auto,13,11.17,"Chetak, GoGo",20
COMP00991,RG0111,Tata Motors,13,11.84,"Nexon EV, Tiago EV, Punch EV",26
COMP00992,RG0111,MG Motor,28,25.26,"ZS EV, Comet EV",44
COMP00993,RG0111,Mahindra Electric,5,4.55,"XUV400, BE 6",10
COMP00994,RG0111,BYD,10,8.73,"Atto 3, Seal",15
COMP00995,RG0111,Hyundai,16,14.47,"Kona Electric, Ioniq 5",32
COMP00996,RG0111,Ola Electric,4,3.15,"S1 Pro, S1 Air",5
COMP00997,RG0111,Ather Energy,10,8.9,"450X, Rizta",16
COMP00998,RG0111,TVS,20,17.51,"iQube, X",31
COMP00999,RG0111,Bajaj Auto,6,5.59,"Chetak, GoGo",10
COMP01000,RG0112,Tata Motors,30,27.08,"Nexon EV, Tiago EV, Punch EV",60
COMP01001,RG0112,MG Motor,11,9.84,"ZS EV, Comet EV",17
COMP01002,RG0112,Mahindra Electric,22,20.08,"XUV400, BE 6",45
COMP01003,RG0112,BYD,9,8.35,"Atto 3, Seal",15
COMP01004,RG0112,Hyundai,16,14.23,"Kona Electric, Ioniq 5",32
COMP01005,RG0112,Ola Electric,5,4.52,"S1 Pro, S1 Air",8
COMP01006,RG0112,Ather Energy,1,0.46,"450X, Rizta",1
COMP01007,RG0112,TVS,9,7.88,"iQube, X",14
COMP01008,RG0112,Bajaj Auto,8,7.56,"Chetak, GoGo",13
COMP01009,RG0113,Tata Motors,11,15.28,"Nexon EV, Tiago EV, Punch EV",22
COMP01010,RG0113,MG Motor,11,15.34,"ZS EV, Comet EV",17
COMP01011,RG0113,Mahindra Electric,15,20.48,"XUV400, BE 6",29
COMP01012,RG0113,BYD,7,9.75,"Atto 3, Seal",11
COMP01013,RG0113,Hyundai,12,17.01,"Kona Electric, Ioniq 5",24
COMP01014,RG0113,Ola Electric,3,3.89,"S1 Pro, S1 Air",4
COMP01015,RG0113,Ather Energy,2,3.21,"450X, Rizta",4
COMP01016,RG0113,TVS,9,11.93,"iQube, X",13
COMP01017,RG0113,Bajaj Auto,2,3.11,"Chetak, GoGo",3
COMP01018,RG0114,Tata Motors,6,8.18,"Nexon EV, Tiago EV, Punch EV",12
COMP01019,RG0114,MG Motor,29,40.22,"ZS EV, Comet EV",45
COMP01020,RG0114,Mahindra Electric,7,10.23,"XUV400, BE 6",15
COMP01021,RG0114,BYD,3,4.46,"Atto 3, Seal",5
COMP01022,RG0114,Hyundai,5,6.44,"Kona Electric, Ioniq 5",9
COMP01023,RG0114,Ola Electric,1,1.56,"S1 Pro, S1 Air",2
COMP01024,RG0114,Ather Energy,6,8.66,"450X, Rizta",10
COMP01025,RG0114,TVS,4,5.67,"iQube, X",6
COMP01026,RG0114,Bajaj Auto,10,14.58,"Chetak, GoGo",16
COMP01027,RG0115,Tata Motors,21,29.12,"Nexon EV, Tiago EV, Punch EV",42
COMP01028,RG0115,MG Motor,6,8.52,"ZS EV, Comet EV",10
COMP01029,RG0115,Mahindra Electric,2,2.32,"XUV400, BE 6",3
COMP01030,RG0115,BYD,7,9.64,"Atto 3, Seal",11
COMP01031,RG0115,Hyundai,9,13.07,"Kona Electric, Ioniq 5",19
COMP01032,RG0115,Ola Electric,1,0.69,"S1 Pro, S1 Air",1
COMP01033,RG0115,Ather Energy,9,12.89,"450X, Rizta",14
COMP01034,RG0115,TVS,2,3.38,"iQube, X",4
COMP01035,RG0115,Bajaj Auto,15,20.37,"Chetak, GoGo",23
COMP01036,RG0116,Tata Motors,14,19.41,"Nexon EV, Tiago EV, Punch EV",28
COMP01037,RG0116,MG Motor,4,6.1,"ZS EV, Comet EV",7
COMP01038,RG0116,Mahindra Electric,10,13.76,"XUV400, BE 6",20
COMP01039,RG0116,BYD,7,9.31,"Atto 3, Seal",10
COMP01040,RG0116,Hyundai,9,12.96,"Kona Electric, Ioniq 5",18
COMP01041,RG0116,Ola Electric,11,15.7,"S1 Pro, S1 Air",18
COMP01042,RG0116,Ather Energy,8,10.51,"450X, Rizta",12
COMP01043,RG0116,TVS,3,4.84,"iQube, X",5
COMP01044,RG0116,Bajaj Auto,5,7.41,"Chetak, GoGo",8
COMP01045,RG0117,Tata Motors,22,30.08,"Nexon EV, Tiago EV, Punch EV",43
COMP01046,RG0117,MG Motor,3,4.06,"ZS EV, Comet EV",5
COMP01047,RG0117,Mahindra Electric,9,12.01,"XUV400, BE 6",17
COMP01048,RG0117,BYD,9,12.47,"Atto 3, Seal",14
COMP01049,RG0117,Hyundai,9,12.82,"Kona Electric, Ioniq 5",18
COMP01050,RG0117,Ola Electric,5,6.78,"S1 Pro, S1 Air",8
COMP01051,RG0117,Ather Energy,6,7.87,"450X, Rizta",9
COMP01052,RG0117,TVS,7,10.34,"iQube, X",12
COMP01053,RG0117,Bajaj Auto,3,3.57,"Chetak, GoGo",4
COMP01054,RG0118,Tata Motors,12,16.0,"Nexon EV, Tiago EV, Punch EV",23
COMP01055,RG0118,MG Motor,21,29.27,"ZS EV, Comet EV",33
COMP01056,RG0118,Mahindra Electric,9,12.63,"XUV400, BE 6",18
COMP01057,RG0118,BYD,5,7.22,"Atto 3, Seal",8
COMP01058,RG0118,Hyundai,5,7.45,"Kona Electric, Ioniq 5",11
COMP01059,RG0118,Ola Electric,2,3.23,"S1 Pro, S1 Air",4
COMP01060,RG0118,Ather Energy,6,8.32,"450X, Rizta",9
COMP01061,RG0118,TVS,7,9.04,"iQube, X",10
COMP01062,RG0118,Bajaj Auto,5,6.84,"Chetak, GoGo",8
COMP01063,RG0119,Tata Motors,34,47.81,"Nexon EV, Tiago EV, Punch EV",68
COMP01064,RG0119,MG Motor,3,4.21,"ZS EV, Comet EV",5
COMP01065,RG0119,Mahindra Electric,3,4.45,"XUV400, BE 6",6
COMP01066,RG0119,BYD,3,4.59,"Atto 3, Seal",5
COMP01067,RG0119,Hyundai,6,8.71,"Kona Electric, Ioniq 5",12
COMP01068,RG0119,Ola Electric,2,2.88,"S1 Pro, S1 Air",3
COMP01069,RG0119,Ather Energy,6,7.65,"450X, Rizta",9
COMP01070,RG0119,TVS,6,8.56,"iQube, X",10
COMP01071,RG0119,Bajaj Auto,8,11.14,"Chetak, GoGo",12
COMP01072,RG0120,Tata Motors,10,13.79,"Nexon EV, Tiago EV, Punch EV",20
COMP01073,RG0120,MG Motor,15,20.68,"ZS EV, Comet EV",23
COMP01074,RG0120,Mahindra Electric,11,15.87,"XUV400, BE 6",23
COMP01075,RG0120,BYD,3,3.88,"Atto 3, Seal",4
COMP01076,RG0120,Hyundai,4,5.82,"Kona Electric, Ioniq 5",8
COMP01077,RG0120,Ola Electric,4,5.83,"S1 Pro, S1 Air",7
COMP01078,RG0120,Ather Energy,7,9.98,"450X, Rizta",11
COMP01079,RG0120,TVS,8,11.41,"iQube, X",13
COMP01080,RG0120,Bajaj Auto,9,12.74,"Chetak, GoGo",14
COMP01081,RG0121,Tata Motors,26,36.18,"Nexon EV, Tiago EV, Punch EV",52
COMP01082,RG0121,MG Motor,1,1.33,"ZS EV, Comet EV",1
COMP01083,RG0121,Mahindra Electric,6,7.79,"XUV400, BE 6",11
COMP01084,RG0121,BYD,15,21.34,"Atto 3, Seal",24
COMP01085,RG0121,Hyundai,10,13.32,"Kona Electric, Ioniq 5",19
COMP01086,RG0121,Ola Electric,2,2.29,"S1 Pro, S1 Air",3
COMP01087,RG0121,Ather Energy,5,6.89,"450X, Rizta",8
COMP01088,RG0121,TVS,4,5.41,"iQube, X",6
COMP01089,RG0121,Bajaj Auto,4,5.45,"Chetak, GoGo",6
COMP01090,RG0122,Tata Motors,10,9.77,"Nexon EV, Tiago EV, Punch EV",19
COMP01091,RG0122,MG Motor,10,10.13,"ZS EV, Comet EV",15
COMP01092,RG0122,Mahindra Electric,18,17.33,"XUV400, BE 6",33
COMP01093,RG0122,BYD,7,6.5,"Atto 3, Seal",10
COMP01094,RG0122,Hyundai,13,13.34,"Kona Electric, Ioniq 5",26
COMP01095,RG0122,Ola Electric,15,15.33,"S1 Pro, S1 Air",23
COMP01096,RG0122,Ather Energy,17,17.06,"450X, Rizta",26
COMP01097,RG0122,TVS,4,3.51,"iQube, X",5
