charger_id,region_id,city_name,year,quarter,charger_count,fast_charger_count,slow_charger_count,dc_fast_count,average_capacity_kw,operational_status,charger_per_1000_ev,infrastructure_gap_score,charging_readiness_score
C0004774,RG0100,Una,2024,2,73,14,59,6,40.1,Operational,3.12,48.5,52.8
C0004775,RG0100,Una,2024,3,78,15,63,7,43.4,Operational,3.09,47.6,53.9
C0004776,RG0100,Una,2024,4,85,16,69,7,42.3,Operational,3.1,47.9,53.5
C0004777,RG0100,Una,2025,1,98,20,78,9,44.3,Operational,3.34,44.4,57.0
C0004778,RG0100,Una,2025,2,105,21,84,9,44.3,Operational,3.33,44.5,56.9
C0004779,RG0100,Una,2025,3,112,22,90,10,48.3,Operational,3.32,43.2,58.5
C0004780,RG0100,Una,2025,4,121,24,97,11,47.1,Operational,3.31,43.8,57.9
C0004781,RG0100,Una,2026,1,137,29,108,13,48.5,Operational,3.55,40.5,61.1
C0004782,RG0100,Una,2026,2,145,30,115,14,47.7,Operational,3.54,40.9,60.7
C0004783,RG0100,Una,2026,3,154,32,122,14,50.2,Operational,3.55,39.9,61.8
C0004784,RG0100,Una,2026,4,164,34,130,15,43.9,Operational,3.55,42.1,59.2
C0004785,RG0100,Una,2027,1,184,40,144,18,48.1,Operational,3.76,38.2,63.3
C0004786,RG0100,Una,2027,2,195,43,152,19,52.3,Operational,3.76,36.7,65.1
C0004787,RG0100,Una,2027,3,207,46,161,21,51.4,Operational,3.76,37.0,64.7
C0004788,RG0100,Una,2027,4,221,49,172,22,47.6,Operational,3.77,38.3,63.2
C0004789,RG0100,Una,2028,1,247,57,190,26,55.1,Operational,3.98,33.2,68.7
C0004790,RG0100,Una,2028,2,262,60,202,27,55.5,Operational,3.98,33.0,68.9
C0004791,RG0100,Una,2028,3,279,64,215,29,54.3,Operational,3.99,33.3,68.5
C0004792,RG0100,Una,2028,4,298,69,229,31,55.5,Operational,3.98,33.0,68.9
C0004793,RG0100,Una,2029,1,333,80,253,36,58.4,Operational,4.2,29.5,72.5
C0004794,RG0100,Una,2029,2,353,85,268,38,55.2,Operational,4.2,30.6,71.2
C0004795,RG0100,Una,2029,3,374,90,284,40,56.9,Operational,4.2,30.0,71.9
C0004796,RG0100,Una,2029,4,399,96,303,43,51.0,Operational,4.2,32.0,69.4
C0004797,RG0100,Una,2030,1,444,111,333,50,54.6,Operational,4.42,28.2,73.4
C0004798,RG0100,Una,2030,2,469,117,352,53,58.7,Operational,4.42,26.8,75.1
C0004799,RG0100,Una,2030,3,494,124,370,56,55.4,Operational,4.42,28.0,73.7
C0004800,RG0100,Una,2030,4,527,132,395,59,54.1,Operational,4.42,28.4,73.2
C0004801,RG0101,Kullu,2019,1,1,0,1,0,28.8,Operational,1.92,66.3,34.8
C0004802,RG0101,Kullu,2019,2,2,0,2,0,28.0,Operational,1.81,67.7,33.4
C0004803,RG0101,Kullu,2019,3,3,0,3,0,34.3,Operational,1.75,66.1,35.4
C0004804,RG0101,Kullu,2019,4,5,1,4,0,28.8,Operational,2.02,65.2,35.8
C0004805,RG0101,Kullu,2020,1,7,1,6,0,37.4,Operational,2.25,59.5,42.0
C0004806,RG0101,Kullu,2020,2,8,1,7,0,36.1,Operational,2.14,61.1,40.3
C0004807,RG0101,Kullu,2020,3,10,2,8,1,30.5,Operational,2.24,62.1,39.0
C0004808,RG0101,Kullu,2020,4,12,2,10,1,34.3,Operational,2.25,60.6,40.7
C0004809,RG0101,Kullu,2021,1,15,2,13,1,32.0,Operational,2.42,59.4,41.6
C0004810,RG0101,Kullu,2021,2,17,3,14,1,39.8,Operational,2.41,56.8,44.8
C0004811,RG0101,Kullu,2021,3,20,3,17,1,36.4,Operational,2.49,57.1,44.2
C0004812,RG0101,Kullu,2021,4,22,4,18,2,33.5,Operational,2.4,59.1,42.1
C0004813,RG0101,Kullu,2022,1,27,5,22,2,34.5,Operational,2.69,55.4,45.6
C0004814,RG0101,Kullu,2022,2,29,5,24,2,38.0,Operational,2.65,54.6,46.7
C0004815,RG0101,Kullu,2022,3,32,5,27,2,36.3,Operational,2.67,55.0,46.2
C0004816,RG0101,Kullu,2022,4,35,6,29,3,42.0,Operational,2.65,53.2,48.4
C0004817,RG0101,Kullu,2023,1,42,8,34,4,38.6,Operational,2.91,51.4,49.8
C0004818,RG0101,Kullu,2023,2,45,8,37,4,43.4,Operational,2.86,50.3,51.3
C0004819,RG0101,Kullu,2023,3,49,9,40,4,43.6,Operational,2.88,50.0,51.6
C0004820,RG0101,Kullu,2023,4,54,10,44,4,44.5,Operational,2.88,49.7,52.0
C0004821,RG0101,Kullu,2024,1,62,12,50,5,41.7,Operational,3.09,48.2,53.2
C0004822,RG0101,Kullu,2024,2,66,13,53,6,39.2,Operational,3.08,49.2,52.0
C0004823,RG0101,Kullu,2024,3,71,13,58,6,45.1,Operational,3.09,47.0,54.6
C0004824,RG0101,Kullu,2024,4,77,15,62,7,40.4,Operational,3.11,48.5,52.8
C0004825,RG0101,Kullu,2025,1,88,18,70,8,46.6,Operational,3.32,43.8,57.8
C0004826,RG0101,Kullu,2025,2,94,19,75,9,44.0,Operational,3.32,44.7,56.7
C0004827,RG0101,Kullu,2025,3,100,20,80,9,45.2,Operational,3.31,44.4,57.1
C0004828,RG0101,Kullu,2025,4,108,22,86,10,49.1,Operational,3.31,43.1,58.7
C0004829,RG0101,Kullu,2026,1,123,26,97,12,45.1,Operational,3.55,41.7,59.7
C0004830,RG0101,Kullu,2026,2,131,28,103,13,50.4,Operational,3.56,39.7,62.0
C0004831,RG0101,Kullu,2026,3,139,29,110,13,48.7,Operational,3.55,40.4,61.2
C0004832,RG0101,Kullu,2026,4,149,31,118,14,46.8,Operational,3.53,41.3,60.2
C0004833,RG0101,Kullu,2027,1,168,37,131,17,50.6,Operational,3.76,37.3,64.4
C0004834,RG0101,Kullu,2027,2,178,39,139,18,53.5,Operational,3.77,36.2,65.7
C0004835,RG0101,Kullu,2027,3,188,41,147,18,51.1,Operational,3.77,37.0,64.7
C0004836,RG0101,Kullu,2027,4,201,44,157,20,48.4,Operational,3.77,38.0,63.5
C0004837,RG0101,Kullu,2028,1,225,52,173,23,53.2,Operational,3.97,33.9,67.8
C0004838,RG0101,Kullu,2028,2,238,55,183,25,49.2,Operational,3.98,35.2,66.2
C0004839,RG0101,Kullu,2028,3,252,58,194,26,55.5,Operational,3.98,33.0,68.9
C0004840,RG0101,Kullu,2028,4,269,62,207,28,53.0,Operational,3.99,33.8,67.9
C0004841,RG0101,Kullu,2029,1,300,72,228,32,57.5,Operational,4.21,29.7,72.2
C0004842,RG0101,Kullu,2029,2,315,76,239,34,56.6,Operational,4.2,30.1,71.8
C0004843,RG0101,Kullu,2029,3,333,80,253,36,55.8,Operational,4.2,30.4,71.4
C0004844,RG0101,Kullu,2029,4,354,85,269,38,54.6,Operational,4.21,30.7,71.0
C0004845,RG0101,Kullu,2030,1,394,98,296,44,54.9,Operational,4.42,28.1,73.5
C0004846,RG0101,Kullu,2030,2,416,104,312,47,59.0,Operational,4.42,26.7,75.2
C0004847,RG0101,Kullu,2030,3,441,110,331,50,56.1,Operational,4.42,27.7,74.0
C0004848,RG0101,Kullu,2030,4,471,118,353,53,58.8,Operational,4.42,26.8,75.1
C0004849,RG0102,Ranchi,2019,1,1,0,1,0,37.7,Operational,1.92,60.1,41.5
C0004850,RG0102,Ranchi,2019,2,3,1,2,1,44.4,Operational,2.83,48.2,53.4
C0004851,RG0102,Ranchi,2019,3,4,1,3,1,43.5,Operational,2.49,52.1,49.7
C0004852,RG0102,Ranchi,2019,4,6,2,4,1,37.4,Operational,2.59,53.2,48.1
C0004853,RG0102,Ranchi,2020,1,8,2,6,1,46.3,Operational,2.69,48.8,53.1
C0004854,RG0102,Ranchi,2020,2,10,3,7,2,40.9,Operational,2.75,50.1,51.4
C0004855,RG0102,Ranchi,2020,3,12,3,9,2,41.3,Operational,2.75,49.9,51.6
C0004856,RG0102,Ranchi,2020,4,14,4,10,2,40.3,Operational,2.68,51.0,50.5
C0004857,RG0102,Ranchi,2021,1,18,5,13,3,41.7,Operational,3.0,46.9,54.5
C0004858,RG0102,Ranchi,2021,2,20,6,14,3,43.0,Operational,2.94,47.1,54.5
C0004859,RG0102,Ranchi,2021,3,23,6,17,3,43.3,Operational,3.0,46.3,55.2
C0004860,RG0102,Ranchi,2021,4,26,7,19,4,44.4,Operational,3.0,46.0,55.6
C0004861,RG0102,Ranchi,2022,1,31,9,22,5,46.2,Operational,3.2,43.0,58.7
C0004862,RG0102,Ranchi,2022,2,34,10,24,6,49.4,Operational,3.17,42.2,59.7
C0004863,RG0102,Ranchi,2022,3,38,11,27,6,48.8,Operational,3.22,41.9,59.9
C0004864,RG0102,Ranchi,2022,4,42,12,30,7,50.3,Operational,3.2,41.5,60.4
C0004865,RG0102,Ranchi,2023,1,49,15,34,8,46.6,Operational,3.43,40.2,61.4
C0004866,RG0102,Ranchi,2023,2,53,16,37,9,49.8,Operational,3.42,39.2,62.6
C0004867,RG0102,Ranchi,2023,3,57,17,40,9,52.2,Operational,3.4,38.5,63.4
C0004868,RG0102,Ranchi,2023,4,62,19,43,10,51.4,Operational,3.38,39.0,62.9
C0004869,RG0102,Ranchi,2024,1,72,22,50,12,53.2,Operational,3.63,35.5,66.4
C0004870,RG0102,Ranchi,2024,2,77,24,53,13,53.6,Operational,3.61,35.6,66.4
C0004871,RG0102,Ranchi,2024,3,83,26,57,14,49.8,Operational,3.61,36.9,64.8
C0004872,RG0102,Ranchi,2024,4,90,28,62,15,53.5,Operational,3.6,35.7,66.2
C0004873,RG0102,Ranchi,2025,1,103,33,70,18,56.8,Operational,3.85,31.7,70.4
C0004874,RG0102,Ranchi,2025,2,109,35,74,19,55.5,Operational,3.82,32.5,69.5
C0004875,RG0102,Ranchi,2025,3,117,37,80,20,53.2,Operational,3.84,33.1,68.7
C0004876,RG0102,Ranchi,2025,4,127,41,86,23,56.7,Operational,3.85,31.7,70.3
C0004877,RG0102,Ranchi,2026,1,143,47,96,26,59.6,Operational,4.05,28.4,73.8
C0004878,RG0102,Ranchi,2026,2,154,51,103,28,53.6,Operational,4.06,30.4,71.4
C0004879,RG0102,Ranchi,2026,3,165,54,111,30,57.2,Under Construction,4.06,29.1,72.9
C0004880,RG0102,Ranchi,2026,4,179,59,120,32,55.7,Under Construction,4.06,29.6,72.2
C0004881,RG0102,Ranchi,2027,1,201,68,133,37,60.2,Operational,4.28,25.5,76.6
C0004882,RG0102,Ranchi,2027,2,213,72,141,40,61.3,Operational,4.27,25.2,76.9
C0004883,RG0102,Ranchi,2027,3,227,77,150,42,58.9,Under Construction,4.28,25.9,76.0
C0004884,RG0102,Ranchi,2027,4,243,83,160,46,62.9,Under Construction,4.28,24.5,77.7
C0004885,RG0102,Ranchi,2028,1,272,95,177,52,61.7,Operational,4.5,22.4,79.7
C0004886,RG0102,Ranchi,2028,2,289,101,188,56,64.3,Operational,4.5,21.5,80.8
C0004887,RG0102,Ranchi,2028,3,307,107,200,59,65.0,Under Construction,4.49,21.4,81.0
C0004888,RG0102,Ranchi,2028,4,331,116,215,64,59.2,Under Construction,4.5,23.3,78.6
C0004889,RG0102,Ranchi,2029,1,368,132,236,73,65.1,Operational,4.72,18.7,83.5
C0004890,RG0102,Ranchi,2029,2,391,141,250,78,67.6,Operational,4.72,17.8,84.6
C0004891,RG0102,Ranchi,2029,3,417,150,267,82,60.4,Under Construction,4.72,20.3,81.6
C0004892,RG0102,Ranchi,2029,4,446,161,285,89,61.0,Under Construction,4.72,20.1,81.8
C0004893,RG0102,Ranchi,2030,1,493,182,311,100,67.2,Operational,4.93,15.5,86.8
C0004894,RG0102,Ranchi,2030,2,520,192,328,106,70.5,Operational,4.94,14.2,88.3
C0004895,RG0102,Ranchi,2030,3,549,203,346,112,65.2,Under Construction,4.93,16.2,85.9
C0004896,RG0102,Ranchi,2030,4,585,216,369,119,64.0,Under Construction,4.94,16.5,85.5
C0004897,RG0103,Jamshedpur,2019,1,1,0,1,0,42.1,Operational,1.72,60.7,41.4
C0004898,RG0103,Jamshedpur,2019,2,3,1,2,1,43.8,Operational,2.49,52.0,49.8
C0004899,RG0103,Jamshedpur,2019,3,5,1,4,1,42.2,Operational,2.69,50.5,51.1
C0004900,RG0103,Jamshedpur,2019,4,7,2,5,1,43.7,Operational,2.62,50.7,51.1
C0004901,RG0103,Jamshedpur,2020,1,10,3,7,2,47.0,Operational,2.87,46.7,55.2
C0004902,RG0103,Jamshedpur,2020,2,12,3,9,2,40.2,Operational,2.77,50.1,51.3
C0004903,RG0103,Jamshedpur,2020,3,14,4,10,2,39.4,Operational,2.67,51.4,50.0
C0004904,RG0103,Jamshedpur,2020,4,17,5,12,3,39.2,Operational,2.68,51.4,50.0
C0004905,RG0103,Jamshedpur,2021,1,21,6,15,3,46.5,Operational,2.9,46.3,55.5
C0004906,RG0103,Jamshedpur,2021,2,24,7,17,4,47.5,Operational,2.94,45.5,56.3
C0004907,RG0103,Jamshedpur,2021,3,27,8,19,4,46.4,Operational,2.94,45.9,55.9
C0004908,RG0103,Jamshedpur,2021,4,31,9,22,5,45.5,Operational,2.98,45.8,55.9
C0004909,RG0103,Jamshedpur,2022,1,37,11,26,6,48.2,Operational,3.18,42.5,59.3
C0004910,RG0103,Jamshedpur,2022,2,41,12,29,7,48.3,Operational,3.16,42.7,59.1
C0004911,RG0103,Jamshedpur,2022,3,46,13,33,7,47.7,Operational,3.2,42.5,59.3
C0004912,RG0103,Jamshedpur,2022,4,51,15,36,8,50.8,Operational,3.18,41.6,60.4
C0004913,RG0103,Jamshedpur,2023,1,59,18,41,10,49.0,Operational,3.39,39.8,62.0
C0004914,RG0103,Jamshedpur,2023,2,64,19,45,10,52.5,Operational,3.41,38.3,63.7
C0004915,RG0103,Jamshedpur,2023,3,69,21,48,12,50.6,Operational,3.41,39.0,62.9
C0004916,RG0103,Jamshedpur,2023,4,75,22,53,12,51.7,Operational,3.41,38.6,63.3
C0004917,RG0103,Jamshedpur,2024,1,86,27,59,15,53.1,Operational,3.63,35.5,66.4
C0004918,RG0103,Jamshedpur,2024,2,93,29,64,16,55.3,Operational,3.63,34.8,67.3
C0004919,RG0103,Jamshedpur,2024,3,100,31,69,17,56.2,Operational,3.62,34.6,67.6
C0004920,RG0103,Jamshedpur,2024,4,109,34,75,19,54.2,Operational,3.63,35.2,66.8
C0004921,RG0103,Jamshedpur,2025,1,123,39,84,21,54.7,Operational,3.83,32.6,69.3
C0004922,RG0103,Jamshedpur,2025,2,132,42,90,23,51.2,Operational,3.84,33.8,67.9
C0004923,RG0103,Jamshedpur,2025,3,141,45,96,25,53.4,Operational,3.83,33.1,68.7
C0004924,RG0103,Jamshedpur,2025,4,152,49,103,27,55.9,Operational,3.83,32.2,69.8
C0004925,RG0103,Jamshedpur,2026,1,172,57,115,31,61.1,Operational,4.06,27.7,74.5
C0004926,RG0103,Jamshedpur,2026,2,183,60,123,33,58.0,Operational,4.05,28.9,73.1
C0004927,RG0103,Jamshedpur,2026,3,195,64,131,35,56.5,Under Construction,4.05,29.5,72.5
C0004928,RG0103,Jamshedpur,2026,4,211,70,141,38,60.8,Under Construction,4.06,27.8,74.4
C0004929,RG0103,Jamshedpur,2027,1,236,80,156,44,59.4,Operational,4.27,25.9,76.1
C0004930,RG0103,Jamshedpur,2027,2,252,86,166,47,62.0,Operational,4.28,24.9,77.3
C0004931,RG0103,Jamshedpur,2027,3,269,91,178,50,57.2,Under Construction,4.28,26.5,75.3
C0004932,RG0103,Jamshedpur,2027,4,288,98,190,54,63.5,Under Construction,4.27,24.4,77.9
C0004933,RG0103,Jamshedpur,2028,1,322,113,209,62,60.2,Operational,4.5,22.9,79.0
C0004934,RG0103,Jamshedpur,2028,2,341,119,222,65,61.6,Operational,4.5,22.4,79.6
C0004935,RG0103,Jamshedpur,2028,3,362,127,235,70,63.9,Under Construction,4.5,21.6,80.6
C0004936,RG0103,Jamshedpur,2028,4,385,135,250,74,58.0,Under Construction,4.49,23.8,78.0
C0004937,RG0103,Jamshedpur,2029,1,429,154,275,85,60.7,Operational,4.72,20.2,81.7
C0004938,RG0103,Jamshedpur,2029,2,457,165,292,91,61.5,Operational,4.72,19.9,82.0
C0004939,RG0103,Jamshedpur,2029,3,486,175,311,96,67.0,Under Construction,4.71,18.1,84.2
C0004940,RG0103,Jamshedpur,2029,4,521,188,333,103,62.4,Under Construction,4.72,19.6,82.4
C0004941,RG0103,Jamshedpur,2030,1,577,213,364,117,70.0,Operational,4.93,14.5,87.9
C0004942,RG0103,Jamshedpur,2030,2,611,226,385,124,64.7,Operational,4.93,16.3,85.7
C0004943,RG0103,Jamshedpur,2030,3,648,240,408,132,70.3,Under Construction,4.94,14.3,88.2
C0004944,RG0103,Jamshedpur,2030,4,692,256,436,141,63.2,Under Construction,4.94,16.8,85.2
C0004945,RG0104,Dhanbad,2019,1,2,1,1,1,40.2,Operational,3.22,45.6,55.6
C0004946,RG0104,Dhanbad,2019,2,3,1,2,1,38.4,Operational,2.3,55.9,45.6
C0004947,RG0104,Dhanbad,2019,3,5,1,4,1,43.4,Operational,2.44,52.7,49.1
C0004948,RG0104,Dhanbad,2019,4,7,2,5,1,39.3,Operational,2.38,54.8,46.8
C0004949,RG0104,Dhanbad,2020,1,10,3,7,2,41.5,Operational,2.69,50.5,51.1
C0004950,RG0104,Dhanbad,2020,2,12,3,9,2,40.9,Operational,2.65,51.1,50.4
C0004951,RG0104,Dhanbad,2020,3,15,4,11,2,40.0,Operational,2.75,50.4,51.0
C0004952,RG0104,Dhanbad,2020,4,18,5,13,3,45.8,Operational,2.77,48.1,53.7
C0004953,RG0104,Dhanbad,2021,1,22,6,16,3,41.9,Operational,2.92,47.7,53.8
C0004954,RG0104,Dhanbad,2021,2,25,7,18,4,44.6,Operational,2.93,46.6,55.0
C0004955,RG0104,Dhanbad,2021,3,29,8,21,4,44.4,Operational,2.99,46.1,55.5
C0004956,RG0104,Dhanbad,2021,4,33,9,24,5,43.7,Operational,2.96,46.6,55.0
C0004957,RG0104,Dhanbad,2022,1,39,11,28,6,47.2,Operational,3.17,42.9,58.8
C0004958,RG0104,Dhanbad,2022,2,43,12,31,7,51.5,Operational,3.15,41.7,60.4
C0004959,RG0104,Dhanbad,2022,3,48,14,34,8,49.3,Operational,3.18,42.1,59.8
C0004960,RG0104,Dhanbad,2022,4,53,15,38,8,46.4,Operational,3.16,43.3,58.3
C0004961,RG0104,Dhanbad,2023,1,62,19,43,10,53.8,Operational,3.42,37.8,64.3
C0004962,RG0104,Dhanbad,2023,2,66,20,46,11,54.0,Operational,3.38,38.1,64.0
C0004963,RG0104,Dhanbad,2023,3,72,22,50,12,52.2,Operational,3.4,38.5,63.4
C0004964,RG0104,Dhanbad,2023,4,79,24,55,13,48.0,Operational,3.41,39.9,61.8
C0004965,RG0104,Dhanbad,2024,1,90,28,62,15,53.0,Operational,3.6,35.9,66.0
C0004966,RG0104,Dhanbad,2024,2,97,30,67,16,55.1,Operational,3.61,35.1,67.0
C0004967,RG0104,Dhanbad,2024,3,104,32,72,18,54.8,Operational,3.61,35.2,66.9
C0004968,RG0104,Dhanbad,2024,4,113,35,78,19,53.2,Operational,3.62,35.6,66.3
C0004969,RG0104,Dhanbad,2025,1,128,41,87,23,55.5,Operational,3.84,32.3,69.7
C0004970,RG0104,Dhanbad,2025,2,137,44,93,24,53.6,Operational,3.85,32.8,69.0
C0004971,RG0104,Dhanbad,2025,3,146,47,99,26,51.1,Operational,3.83,33.9,67.8
C0004972,RG0104,Dhanbad,2025,4,157,50,107,28,56.0,Operational,3.84,32.1,69.9
C0004973,RG0104,Dhanbad,2026,1,177,58,119,32,58.0,Operational,4.06,28.8,73.2
C0004974,RG0104,Dhanbad,2026,2,188,62,126,34,58.5,Operational,4.05,28.8,73.3
C0004975,RG0104,Dhanbad,2026,3,201,66,135,36,61.1,Under Construction,4.06,27.7,74.5
C0004976,RG0104,Dhanbad,2026,4,215,71,144,39,54.5,Under Construction,4.05,30.2,71.6
C0004977,RG0104,Dhanbad,2027,1,241,82,159,45,57.1,Operational,4.28,26.6,75.3
C0004978,RG0104,Dhanbad,2027,2,255,87,168,48,62.3,Operational,4.28,24.8,77.5
C0004979,RG0104,Dhanbad,2027,3,270,92,178,51,57.8,Under Construction,4.28,26.3,75.6
C0004980,RG0104,Dhanbad,2027,4,289,98,191,54,62.7,Under Construction,4.28,24.6,77.6
C0004981,RG0104,Dhanbad,2028,1,324,113,211,62,60.3,Operational,4.5,22.9,79.1
C0004982,RG0104,Dhanbad,2028,2,344,120,224,66,58.9,Operational,4.5,23.4,78.5
C0004983,RG0104,Dhanbad,2028,3,366,128,238,70,60.5,Under Construction,4.5,22.8,79.2
C0004984,RG0104,Dhanbad,2028,4,392,137,255,75,61.7,Under Construction,4.5,22.4,79.7
C0004985,RG0104,Dhanbad,2029,1,435,157,278,86,64.2,Operational,4.72,19.0,83.2
C0004986,RG0104,Dhanbad,2029,2,460,166,294,91,64.8,Operational,4.71,18.9,83.3
C0004987,RG0104,Dhanbad,2029,3,487,175,312,96,66.3,Under Construction,4.72,18.2,84.0
C0004988,RG0104,Dhanbad,2029,4,519,187,332,103,62.0,Under Construction,4.72,19.7,82.2
C0004989,RG0104,Dhanbad,2030,1,575,213,362,117,67.7,Operational,4.93,15.3,87.0
C0004990,RG0104,Dhanbad,2030,2,609,225,384,124,64.4,Operational,4.94,16.3,85.7
C0004991,RG0104,Dhanbad,2030,3,646,239,407,131,66.3,Under Construction,4.94,15.7,86.5
C0004992,RG0104,Dhanbad,2030,4,688,255,433,140,66.1,Under Construction,4.94,15.7,86.4
C0004993,RG0105,Bokaro,2019,1,1,0,1,0,32.9,Operational,2.3,60.8,40.3
C0004994,RG0105,Bokaro,2019,2,2,0,2,0,31.2,Operational,2.33,61.1,39.9
C0004995,RG0105,Bokaro,2019,3,3,0,3,0,30.3,Operational,2.29,61.8,39.1
C0004996,RG0105,Bokaro,2019,4,4,1,3,0,27.6,Operational,2.12,64.6,36.3
C0004997,RG0105,Bokaro,2020,1,5,1,4,0,33.6,Operational,2.13,62.1,39.2
C0004998,RG0105,Bokaro,2020,2,6,1,5,0,33.8,Operational,2.11,62.3,39.0
C0004999,RG0105,Bokaro,2020,3,7,1,6,0,32.0,Operational,2.07,63.3,37.9
C0005000,RG0105,Bokaro,2020,4,9,1,8,0,33.4,Operational,2.24,61.0,40.2
C0005001,RG0105,Bokaro,2021,1,11,2,9,1,37.3,Operational,2.37,58.1,43.4
C0005002,RG0105,Bokaro,2021,2,12,2,10,1,34.3,Operational,2.27,60.2,41.1
C0005003,RG0105,Bokaro,2021,3,14,2,12,1,39.1,Operational,2.35,57.6,43.9
C0005004,RG0105,Bokaro,2021,4,16,3,13,1,38.1,Operational,2.36,57.9,43.6
C0005005,RG0105,Bokaro,2022,1,19,3,16,1,38.2,Operational,2.52,55.9,45.5
C0005006,RG0105,Bokaro,2022,2,21,4,17,2,38.1,Operational,2.53,55.9,45.6
C0005007,RG0105,Bokaro,2022,3,23,4,19,2,34.3,Operational,2.52,57.3,43.9
C0005008,RG0105,Bokaro,2022,4,26,4,22,2,34.0,Operational,2.57,56.9,44.2
C0005009,RG0105,Bokaro,2023,1,31,6,25,3,39.3,Operational,2.84,51.9,49.4
C0005010,RG0105,Bokaro,2023,2,33,6,27,3,41.7,Operational,2.8,51.5,50.0
C0005011,RG0105,Bokaro,2023,3,35,6,29,3,42.3,Operational,2.77,51.6,50.0
C0005012,RG0105,Bokaro,2023,4,38,7,31,3,43.7,Operational,2.76,51.2,50.5
C0005013,RG0105,Bokaro,2024,1,45,9,36,4,45.3,Operational,3.04,47.5,54.2
C0005014,RG0105,Bokaro,2024,2,48,9,39,4,40.9,Operational,3.03,49.1,52.2
C0005015,RG0105,Bokaro,2024,3,51,10,41,4,41.0,Operational,3.0,49.4,52.0
C0005016,RG0105,Bokaro,2024,4,55,10,45,4,40.9,Operational,3.0,49.4,51.9
C0005017,RG0105,Bokaro,2025,1,64,13,51,6,48.0,Operational,3.26,44.0,57.8
C0005018,RG0105,Bokaro,2025,2,68,14,54,6,46.8,Operational,3.24,44.6,57.1
C0005019,RG0105,Bokaro,2025,3,73,15,58,7,48.3,Operational,3.25,44.0,57.8
C0005020,RG0105,Bokaro,2025,4,78,16,62,7,42.6,Operational,3.22,46.3,55.1
C0005021,RG0105,Bokaro,2026,1,89,19,70,9,50.0,Operational,3.47,40.8,61.0
C0005022,RG0105,Bokaro,2026,2,94,20,74,9,49.9,Operational,3.46,41.0,60.8
C0005023,RG0105,Bokaro,2026,3,99,21,78,9,46.7,Under Construction,3.44,42.3,59.3
C0005024,RG0105,Bokaro,2026,4,106,22,84,10,49.5,Under Construction,3.46,41.1,60.6
C0005025,RG0105,Bokaro,2027,1,120,26,94,12,49.6,Operational,3.68,38.5,63.1
C0005026,RG0105,Bokaro,2027,2,127,28,99,13,50.5,Operational,3.66,38.4,63.3
C0005027,RG0105,Bokaro,2027,3,136,30,106,14,47.9,Under Construction,3.69,39.0,62.5
C0005028,RG0105,Bokaro,2027,4,145,32,113,14,46.6,Under Construction,3.68,39.5,61.9
C0005029,RG0105,Bokaro,2028,1,163,37,126,17,49.9,Operational,3.9,35.8,65.7
C0005030,RG0105,Bokaro,2028,2,172,40,132,18,51.8,Operational,3.91,35.1,66.6
C0005031,RG0105,Bokaro,2028,3,182,42,140,19,55.4,Under Construction,3.91,33.8,68.1
C0005032,RG0105,Bokaro,2028,4,194,45,149,20,52.4,Under Construction,3.9,35.0,66.8
C0005033,RG0105,Bokaro,2029,1,216,52,164,23,52.5,Operational,4.12,32.4,69.2
C0005034,RG0105,Bokaro,2029,2,227,54,173,24,52.2,Operational,4.11,32.6,69.0
C0005035,RG0105,Bokaro,2029,3,240,58,182,26,54.9,Under Construction,4.12,31.5,70.3
C0005036,RG0105,Bokaro,2029,4,255,61,194,27,51.8,Under Construction,4.11,32.7,68.9
C0005037,RG0105,Bokaro,2030,1,283,71,212,32,57.7,Operational,4.33,28.1,73.8
C0005038,RG0105,Bokaro,2030,2,297,74,223,33,58.3,Operational,4.34,27.8,74.1
C0005039,RG0105,Bokaro,2030,3,313,78,235,35,55.8,Under Construction,4.34,28.7,73.1
C0005040,RG0105,Bokaro,2030,4,332,83,249,37,52.8,Under Construction,4.34,29.7,71.8
C0005041,RG0106,Hazaribagh,2019,1,1,0,1,0,28.8,Operational,1.83,67.2,33.9
C0005042,RG0106,Hazaribagh,2019,2,2,0,2,0,26.9,Operational,1.76,68.6,32.4
C0005043,RG0106,Hazaribagh,2019,3,3,0,3,0,31.1,Operational,1.72,67.6,33.8
C0005044,RG0106,Hazaribagh,2019,4,5,1,4,0,28.8,Operational,1.99,65.5,35.5
C0005045,RG0106,Hazaribagh,2020,1,7,1,6,0,33.2,Operational,2.17,61.8,39.4
C0005046,RG0106,Hazaribagh,2020,2,8,1,7,0,31.4,Operational,2.04,63.8,37.3
C0005047,RG0106,Hazaribagh,2020,3,10,2,8,1,31.4,Operational,2.13,62.9,38.2
C0005048,RG0106,Hazaribagh,2020,4,12,2,10,1,35.7,Operational,2.12,61.5,39.9
C0005049,RG0106,Hazaribagh,2021,1,15,2,13,1,34.6,Operational,2.31,59.6,41.6
C0005050,RG0106,Hazaribagh,2021,2,17,3,14,1,36.1,Operational,2.29,59.3,42.1
C0005051,RG0106,Hazaribagh,2021,3,20,3,17,1,37.8,Operational,2.4,57.6,43.9
C0005052,RG0106,Hazaribagh,2021,4,22,4,18,2,33.4,Operational,2.31,60.1,41.1
C0005053,RG0106,Hazaribagh,2022,1,27,5,22,2,41.7,Operational,2.58,54.1,47.6
C0005054,RG0106,Hazaribagh,2022,2,30,5,25,2,37.9,Operational,2.6,55.2,46.2
