sales_id,region_id,year,quarter,ev_sales,ev_registrations,total_vehicle_registrations,ev_penetration_pct,yoy_growth_pct,cagr_3yr,ev_market_maturity,ev_growth_segment,ev_adoption_stage
S0006884,RG0144,2023,4,5271,56950,1219538,4.67,30.44,30.15,Scaling,High,Growth
S0006885,RG0144,2024,1,5473,62423,1228848,5.08,37.72,30.71,Scaling,High,Growth
S0006886,RG0144,2024,2,5526,67949,1316892,5.16,31.92,29.9,Scaling,High,Growth
S0006887,RG0144,2024,3,6406,74355,1419043,5.24,42.39,30.49,Scaling,High,Growth
S0006888,RG0144,2024,4,7469,81824,1538103,5.32,41.7,28.67,Scaling,High,Growth
S0006889,RG0144,2025,1,7091,88915,1551799,5.73,29.56,34.18,Scaling,High,Growth
S0006890,RG0144,2025,2,7563,96478,1660608,5.81,36.86,37.41,Scaling,High,Growth
S0006891,RG0144,2025,3,8123,104601,1775969,5.89,26.8,34.13,Scaling,High,Growth
S0006892,RG0144,2025,4,10306,114907,1924805,5.97,37.98,36.63,Scaling,High,Growth
S0006893,RG0144,2026,1,9224,124131,1945688,6.38,30.08,32.4,Scaling,High,Growth
S0006894,RG0144,2026,2,9260,133391,2064940,6.46,22.44,30.27,Scaling,Moderate,Growth
S0006895,RG0144,2026,3,9695,143086,2187926,6.54,19.35,29.16,Scaling,Moderate,Growth
S0006896,RG0144,2026,4,12302,155388,2347322,6.62,19.37,32.65,Scaling,Moderate,Growth
S0006897,RG0144,2027,1,12197,167585,2383923,7.03,32.23,30.62,Scaling,High,Growth
S0006898,RG0144,2027,2,12717,180302,2535964,7.11,37.33,32.03,Scaling,High,Growth
S0006899,RG0144,2027,3,13513,193815,2695694,7.19,39.38,28.25,Scaling,High,Growth
S0006900,RG0144,2027,4,16417,210232,2891854,7.27,33.45,30.02,Scaling,High,Growth
S0006901,RG0144,2028,1,15679,225911,2941626,7.68,28.55,30.28,Scaling,High,Accelerated
S0006902,RG0144,2028,2,16206,242117,3120145,7.76,27.44,28.92,Scaling,High,Accelerated
S0006903,RG0144,2028,3,18189,260306,3320314,7.84,34.6,30.83,Scaling,High,Accelerated
S0006904,RG0144,2028,4,21362,281668,3556504,7.92,30.12,27.5,Scaling,High,Accelerated
S0006905,RG0144,2029,1,22301,303969,3649175,8.33,42.23,34.22,Mature,High,Accelerated
S0006906,RG0144,2029,2,23574,327543,3894778,8.41,45.46,36.54,Mature,Hyper,Accelerated
S0006907,RG0144,2029,3,24427,351970,4145798,8.49,34.3,36.07,Mature,High,Accelerated
S0006908,RG0144,2029,4,30571,382541,4463826,8.57,43.11,35.45,Mature,High,Accelerated
S0006909,RG0144,2030,1,25163,407704,4540235,8.98,12.83,27.3,Mature,Moderate,Accelerated
S0006910,RG0144,2030,2,26986,434690,4798009,9.06,14.47,28.5,Mature,Moderate,Accelerated
S0006911,RG0144,2030,3,29662,464352,5080549,9.14,21.43,29.96,Mature,Moderate,Accelerated
S0006912,RG0144,2030,4,32522,496874,5389206,9.22,6.38,25.59,Mature,Low,Accelerated
S0006913,RG0145,2019,1,1290,1290,70627,1.83,0.0,0.0,Emerging,Low,Early Adoption
S0006914,RG0145,2019,2,1309,2599,136323,1.91,0.0,0.0,Emerging,Low,Early Adoption
S0006915,RG0145,2019,3,1463,4062,204480,1.99,0.0,0.0,Emerging,Low,Early Adoption
S0006916,RG0145,2019,4,1645,5707,276167,2.07,0.0,0.0,Emerging,Low,Early Adoption
S0006917,RG0145,2020,1,1550,7257,293035,2.48,20.16,0.0,Emerging,Moderate,Early Adoption
S0006918,RG0145,2020,2,1718,8975,351066,2.56,31.25,0.0,Emerging,High,Early Adoption
S0006919,RG0145,2020,3,1748,10723,406713,2.64,19.48,0.0,Emerging,Moderate,Early Adoption
S0006920,RG0145,2020,4,2268,12991,478226,2.72,37.87,0.0,Emerging,High,Early Adoption
S0006921,RG0145,2021,1,2132,15123,483704,3.13,37.55,0.0,Emerging,High,Early Adoption
S0006922,RG0145,2021,2,2375,17498,545704,3.21,38.24,0.0,Emerging,High,Early Adoption
S0006923,RG0145,2021,3,2576,20074,610802,3.29,47.37,0.0,Emerging,Hyper,Early Adoption
S0006924,RG0145,2021,4,3091,23165,688103,3.37,36.29,0.0,Emerging,High,Early Adoption
S0006925,RG0145,2022,1,3209,26374,698372,3.78,50.52,35.5,Emerging,Hyper,Growth
S0006926,RG0145,2022,2,3232,29606,767691,3.86,36.08,35.16,Emerging,High,Growth
S0006927,RG0145,2022,3,3634,33240,844405,3.94,41.07,35.43,Emerging,High,Growth
S0006928,RG0145,2022,4,4218,37458,932603,4.02,36.46,36.87,Scaling,High,Growth
S0006929,RG0145,2023,1,4086,41544,938529,4.43,27.33,38.14,Scaling,High,Growth
S0006930,RG0145,2023,2,4320,45864,1017730,4.51,33.66,35.98,Scaling,High,Growth
S0006931,RG0145,2023,3,4542,50406,1099008,4.59,24.99,37.48,Scaling,Moderate,Growth
S0006932,RG0145,2023,4,5755,56161,1203493,4.67,36.44,36.4,Scaling,High,Growth
S0006933,RG0145,2024,1,5080,61241,1206363,5.08,24.33,33.56,Scaling,Moderate,Growth
S0006934,RG0145,2024,2,5161,66402,1287734,5.16,19.47,29.53,Scaling,Moderate,Growth
S0006935,RG0145,2024,3,5571,71973,1374449,5.24,22.66,29.32,Scaling,Moderate,Growth
S0006936,RG0145,2024,4,6630,78603,1478473,5.32,15.2,28.96,Scaling,Moderate,Growth
S0006937,RG0145,2025,1,6185,84788,1480625,5.73,21.75,24.45,Scaling,Moderate,Growth
S0006938,RG0145,2025,2,6690,91478,1575441,5.81,29.63,27.44,Scaling,High,Growth
S0006939,RG0145,2025,3,6934,98412,1671825,5.89,24.47,24.03,Scaling,Moderate,Growth
S0006940,RG0145,2025,4,8413,106825,1790413,5.97,26.89,25.88,Scaling,High,Growth
S0006941,RG0145,2026,1,8052,114877,1801568,6.38,30.19,25.37,Scaling,High,Growth
S0006942,RG0145,2026,2,8490,123367,1910741,6.46,26.91,25.26,Scaling,High,Growth
S0006943,RG0145,2026,3,9141,132508,2027201,6.54,31.83,26.26,Scaling,High,Growth
S0006944,RG0145,2026,4,11811,144319,2181199,6.62,40.39,27.08,Scaling,High,Growth
S0006945,RG0145,2027,1,10900,155219,2209051,7.03,35.37,28.98,Scaling,High,Growth
S0006946,RG0145,2027,2,11748,166967,2349497,7.11,38.37,31.55,Scaling,High,Growth
S0006947,RG0145,2027,3,13363,180330,2509288,7.19,46.19,33.86,Scaling,Hyper,Growth
S0006948,RG0145,2027,4,15494,195824,2694887,7.27,31.18,32.7,Scaling,High,Growth
S0006949,RG0145,2028,1,15198,211022,2748935,7.68,39.43,34.94,Scaling,High,Accelerated
S0006950,RG0145,2028,2,16237,227259,2929917,7.76,38.21,34.39,Scaling,High,Accelerated
S0006951,RG0145,2028,3,17132,244391,3118624,7.84,28.2,35.19,Scaling,High,Accelerated
S0006952,RG0145,2028,4,19802,264193,3337245,7.92,27.8,33.02,Scaling,High,Accelerated
S0006953,RG0145,2029,1,20055,284248,3413775,8.33,31.96,35.55,Mature,High,Accelerated
S0006954,RG0145,2029,2,20321,304569,3623018,8.41,25.15,33.77,Mature,High,Accelerated
S0006955,RG0145,2029,3,22696,327265,3856301,8.49,32.48,35.41,Mature,High,Accelerated
S0006956,RG0145,2029,4,27204,354469,4137851,8.57,37.38,32.06,Mature,High,Accelerated
S0006957,RG0145,2030,1,24413,378882,4220821,8.98,21.73,30.84,Mature,Moderate,Accelerated
S0006958,RG0145,2030,2,26793,405675,4479379,9.06,31.85,31.63,Mature,High,Accelerated
S0006959,RG0145,2030,3,29773,435448,4766026,9.14,31.18,30.61,Mature,High,Accelerated
S0006960,RG0145,2030,4,35928,471376,5114479,9.22,32.07,32.36,Mature,High,Accelerated
S0006961,RG0146,2019,1,1018,1018,69127,1.47,0.0,0.0,Early,Low,Early Adoption
S0006962,RG0146,2019,2,1098,2116,136283,1.55,0.0,0.0,Emerging,Low,Early Adoption
S0006963,RG0146,2019,3,1141,3257,199492,1.63,0.0,0.0,Emerging,Low,Early Adoption
S0006964,RG0146,2019,4,1462,4719,275538,1.71,0.0,0.0,Emerging,Low,Early Adoption
S0006965,RG0146,2020,1,1244,5963,280922,2.12,22.2,0.0,Emerging,Moderate,Early Adoption
S0006966,RG0146,2020,2,1351,7314,332055,2.2,23.04,0.0,Emerging,Moderate,Early Adoption
S0006967,RG0146,2020,3,1425,8739,382845,2.28,24.89,0.0,Emerging,Moderate,Early Adoption
S0006968,RG0146,2020,4,1670,10409,440565,2.36,14.23,0.0,Emerging,Moderate,Early Adoption
S0006969,RG0146,2021,1,1653,12062,435035,2.77,32.88,0.0,Emerging,High,Early Adoption
S0006970,RG0146,2021,2,1797,13859,485829,2.85,33.01,0.0,Emerging,High,Early Adoption
S0006971,RG0146,2021,3,1909,15768,537671,2.93,33.96,0.0,Emerging,High,Early Adoption
S0006972,RG0146,2021,4,2341,18109,601099,3.01,40.18,0.0,Emerging,High,Early Adoption
S0006973,RG0146,2022,1,2202,20311,593429,3.42,33.21,29.33,Emerging,High,Early Adoption
S0006974,RG0146,2022,2,2259,22570,644369,3.5,25.71,27.19,Emerging,High,Growth
S0006975,RG0146,2022,3,2571,25141,701743,3.58,34.68,31.1,Emerging,High,Growth
S0006976,RG0146,2022,4,2975,28116,767641,3.66,27.08,26.72,Emerging,High,Growth
S0006977,RG0146,2023,1,2710,30826,756903,4.07,23.07,29.63,Scaling,Moderate,Growth
S0006978,RG0146,2023,2,3013,33839,814877,4.15,33.38,30.65,Scaling,High,Growth
S0006979,RG0146,2023,3,3095,36934,872598,4.23,20.38,29.5,Scaling,Moderate,Growth
S0006980,RG0146,2023,4,3896,40830,946750,4.31,30.96,32.63,Scaling,High,Growth
S0006981,RG0146,2024,1,3789,44619,944787,4.72,39.82,31.85,Scaling,High,Growth
S0006982,RG0146,2024,2,4018,48637,1012712,4.8,33.36,30.76,Scaling,High,Growth
S0006983,RG0146,2024,3,4285,52922,1083879,4.88,38.45,30.93,Scaling,High,Growth
S0006984,RG0146,2024,4,4928,57850,1165708,4.96,26.49,28.16,Scaling,High,Growth
S0006985,RG0146,2025,1,4575,62425,1161903,5.37,20.74,27.6,Scaling,Moderate,Growth
S0006986,RG0146,2025,2,5092,67517,1238242,5.45,26.73,31.12,Scaling,High,Growth
S0006987,RG0146,2025,3,5697,73214,1323308,5.53,32.95,30.37,Scaling,High,Growth
S0006988,RG0146,2025,4,6280,79494,1416336,5.61,27.44,28.28,Scaling,High,Growth
S0006989,RG0146,2026,1,5928,85422,1418346,6.02,29.57,29.81,Scaling,High,Growth
S0006990,RG0146,2026,2,6047,91469,1498841,6.1,18.75,26.14,Scaling,Moderate,Growth
S0006991,RG0146,2026,3,6381,97850,1582655,6.18,12.01,27.27,Scaling,Moderate,Growth
S0006992,RG0146,2026,4,7797,105647,1686938,6.26,24.16,26.02,Scaling,Moderate,Growth
S0006993,RG0146,2027,1,7852,113499,1700958,6.67,32.46,27.49,Scaling,High,Growth
S0006994,RG0146,2027,2,8349,121848,1804447,6.75,38.07,27.61,Scaling,High,Growth
S0006995,RG0146,2027,3,9048,130896,1915743,6.83,41.8,28.29,Scaling,High,Growth
S0006996,RG0146,2027,4,10266,141162,2042082,6.91,31.67,27.72,Scaling,High,Growth
S0006997,RG0146,2028,1,9714,150876,2060402,7.32,23.71,28.53,Scaling,Moderate,Growth
S0006998,RG0146,2028,2,10481,161357,2179719,7.4,25.54,27.21,Scaling,High,Growth
S0006999,RG0146,2028,3,11742,173099,2313338,7.48,29.77,27.26,Scaling,High,Growth
S0007000,RG0146,2028,4,13564,186663,2468222,7.56,32.13,29.26,Scaling,High,Accelerated
S0007001,RG0146,2029,1,13086,199749,2505428,7.97,34.71,30.21,Scaling,High,Accelerated
S0007002,RG0146,2029,2,13673,213422,2650332,8.05,30.46,31.25,Mature,High,Accelerated
S0007003,RG0146,2029,3,15008,228430,2808802,8.13,27.81,32.99,Mature,High,Accelerated
S0007004,RG0146,2029,4,17162,245592,2990411,8.21,26.53,30.08,Mature,High,Accelerated
S0007005,RG0146,2030,1,17982,263574,3056763,8.62,37.41,31.81,Mature,High,Accelerated
S0007006,RG0146,2030,2,18747,282321,3244081,8.7,37.11,30.95,Mature,High,Accelerated
S0007007,RG0146,2030,3,20169,302490,3444177,8.78,34.39,30.63,Mature,High,Accelerated
S0007008,RG0146,2030,4,23447,325937,3677647,8.86,36.62,31.69,Mature,High,Accelerated
S0007009,RG0147,2019,1,920,920,62078,1.48,0.0,0.0,Early,Low,Early Adoption
S0007010,RG0147,2019,2,916,1836,117542,1.56,0.0,0.0,Emerging,Low,Early Adoption
S0007011,RG0147,2019,3,1003,2839,172899,1.64,0.0,0.0,Emerging,Low,Early Adoption
S0007012,RG0147,2019,4,1248,4087,237340,1.72,0.0,0.0,Emerging,Low,Early Adoption
S0007013,RG0147,2020,1,1137,5224,245028,2.13,23.59,0.0,Emerging,Moderate,Early Adoption
S0007014,RG0147,2020,2,1153,6377,288291,2.21,25.87,0.0,Emerging,High,Early Adoption
S0007015,RG0147,2020,3,1265,7642,333421,2.29,26.12,0.0,Emerging,High,Early Adoption
S0007016,RG0147,2020,4,1563,9205,388069,2.37,25.24,0.0,Emerging,High,Early Adoption
S0007017,RG0147,2021,1,1440,10645,382638,2.78,26.65,0.0,Emerging,High,Early Adoption
S0007018,RG0147,2021,2,1422,12067,421628,2.86,23.33,0.0,Emerging,Moderate,Early Adoption
S0007019,RG0147,2021,3,1530,13597,462169,2.94,20.95,0.0,Emerging,Moderate,Early Adoption
S0007020,RG0147,2021,4,2013,15610,516545,3.02,28.79,0.0,Emerging,High,Early Adoption
S0007021,RG0147,2022,1,1946,17556,511538,3.43,35.14,28.37,Emerging,High,Early Adoption
S0007022,RG0147,2022,2,2054,19610,558371,3.51,44.44,30.89,Emerging,High,Growth
S0007023,RG0147,2022,3,2316,21926,610412,3.59,51.37,32.17,Emerging,Hyper,Growth
S0007024,RG0147,2022,4,2828,24754,674129,3.67,40.49,31.35,Emerging,High,Growth
S0007025,RG0147,2023,1,2674,27428,671926,4.08,37.41,32.98,Scaling,High,Growth
S0007026,RG0147,2023,2,2600,30028,721480,4.16,26.58,31.13,Scaling,High,Growth
S0007027,RG0147,2023,3,2994,33022,778454,4.24,29.27,33.27,Scaling,High,Growth
S0007028,RG0147,2023,4,3576,36598,846784,4.32,26.45,31.77,Scaling,High,Growth
S0007029,RG0147,2024,1,3039,39637,837637,4.73,13.65,28.27,Scaling,Moderate,Growth
S0007030,RG0147,2024,2,3118,42755,888508,4.81,19.92,29.91,Scaling,Moderate,Growth
S0007031,RG0147,2024,3,3269,46024,940801,4.89,9.19,28.8,Scaling,Low,Growth
S0007032,RG0147,2024,4,4193,50217,1009996,4.97,17.25,27.71,Scaling,Moderate,Growth
S0007033,RG0147,2025,1,4225,54442,1011557,5.38,39.03,29.49,Scaling,High,Growth
S0007034,RG0147,2025,2,4638,59080,1081655,5.46,48.75,31.19,Scaling,Hyper,Growth
S0007035,RG0147,2025,3,4654,63734,1150018,5.54,42.37,26.19,Scaling,High,Growth
S0007036,RG0147,2025,4,5681,69415,1234703,5.62,35.49,26.18,Scaling,High,Growth
S0007037,RG0147,2026,1,5217,74632,1237268,6.03,23.48,24.95,Scaling,Moderate,Growth
S0007038,RG0147,2026,2,5597,80229,1312647,6.11,20.68,29.12,Scaling,Moderate,Growth
S0007039,RG0147,2026,3,6348,86577,1398207,6.19,36.4,28.47,Scaling,High,Growth
S0007040,RG0147,2026,4,7419,93996,1498661,6.27,30.59,27.54,Scaling,High,Growth
S0007041,RG0147,2027,1,7118,101114,1513230,6.68,36.44,32.8,Scaling,High,Growth
S0007042,RG0147,2027,2,7550,108664,1606980,6.76,34.89,34.28,Scaling,High,Growth
S0007043,RG0147,2027,3,7565,116229,1698758,6.84,19.17,32.27,Scaling,Moderate,Growth
S0007044,RG0147,2027,4,9338,125567,1814028,6.92,25.87,30.59,Scaling,High,Growth
S0007045,RG0147,2028,1,9108,134675,1836811,7.33,27.96,29.18,Scaling,High,Growth
S0007046,RG0147,2028,2,9044,143719,1939004,7.41,19.79,24.93,Scaling,Moderate,Growth
S0007047,RG0147,2028,3,10225,153944,2054778,7.49,35.16,30.0,Scaling,High,Growth
S0007048,RG0147,2028,4,11487,165431,2184773,7.57,23.01,26.45,Scaling,Moderate,Accelerated
S0007049,RG0147,2029,1,11607,177038,2217965,7.98,27.44,30.55,Scaling,High,Accelerated
S0007050,RG0147,2029,2,12586,189624,2352071,8.06,39.16,31.01,Mature,High,Accelerated
S0007051,RG0147,2029,3,13396,203020,2493491,8.14,31.01,28.27,Mature,High,Accelerated
S0007052,RG0147,2029,4,15407,218427,2656616,8.22,34.13,27.58,Mature,High,Accelerated
S0007053,RG0147,2030,1,15319,233746,2707901,8.63,31.98,29.11,Mature,High,Accelerated
S0007054,RG0147,2030,2,16160,249906,2868526,8.71,28.4,28.87,Mature,High,Accelerated
S0007055,RG0147,2030,3,16352,266258,3028412,8.79,22.07,29.3,Mature,Moderate,Accelerated
S0007056,RG0147,2030,4,20075,286333,3227378,8.87,30.3,29.06,Mature,High,Accelerated
S0007057,RG0148,2019,1,902,902,60864,1.48,0.0,0.0,Early,Low,Early Adoption
S0007058,RG0148,2019,2,1027,1929,123496,1.56,0.0,0.0,Emerging,Low,Early Adoption
S0007059,RG0148,2019,3,1076,3005,183009,1.64,0.0,0.0,Emerging,Low,Early Adoption
S0007060,RG0148,2019,4,1236,4241,246283,1.72,0.0,0.0,Emerging,Low,Early Adoption
S0007061,RG0148,2020,1,1317,5558,260694,2.13,46.01,0.0,Emerging,Hyper,Early Adoption
S0007062,RG0148,2020,2,1358,6916,312658,2.21,32.23,0.0,Emerging,High,Early Adoption
S0007063,RG0148,2020,3,1433,8349,364267,2.29,33.18,0.0,Emerging,High,Early Adoption
S0007064,RG0148,2020,4,1859,10208,430354,2.37,50.4,0.0,Emerging,Hyper,Early Adoption
S0007065,RG0148,2021,1,1661,11869,426636,2.78,26.12,0.0,Emerging,High,Early Adoption
S0007066,RG0148,2021,2,1741,13610,475542,2.86,28.2,0.0,Emerging,High,Early Adoption
S0007067,RG0148,2021,3,1760,15370,522434,2.94,22.82,0.0,Emerging,Moderate,Early Adoption
S0007068,RG0148,2021,4,2261,17631,583422,3.02,21.62,0.0,Emerging,Moderate,Early Adoption
S0007069,RG0148,2022,1,2125,19756,575641,3.43,27.93,33.06,Emerging,High,Early Adoption
S0007070,RG0148,2022,2,2285,22041,627591,3.51,31.25,30.55,Emerging,High,Growth
S0007071,RG0148,2022,3,2510,24551,683491,3.59,42.61,32.62,Emerging,High,Growth
S0007072,RG0148,2022,4,2956,27507,749101,3.67,30.74,33.73,Emerging,High,Growth
S0007073,RG0148,2023,1,2568,30075,736771,4.08,20.85,24.93,Scaling,Moderate,Growth
S0007074,RG0148,2023,2,2789,32864,789620,4.16,22.06,27.11,Scaling,Moderate,Growth
S0007075,RG0148,2023,3,2977,35841,844908,4.24,18.61,27.6,Scaling,Moderate,Growth
S0007076,RG0148,2023,4,3700,39541,914877,4.32,25.17,25.79,Scaling,High,Growth
S0007077,RG0148,2024,1,3245,42786,904184,4.73,26.36,25.01,Scaling,High,Growth
S0007078,RG0148,2024,2,3386,46172,959518,4.81,21.41,24.82,Scaling,Moderate,Growth
S0007079,RG0148,2024,3,3909,50081,1023733,4.89,31.31,30.47,Scaling,High,Growth
S0007080,RG0148,2024,4,4449,54530,1096742,4.97,20.24,25.31,Scaling,Moderate,Growth
S0007081,RG0148,2025,1,4341,58871,1093850,5.38,33.78,26.88,Scaling,High,Growth
S0007082,RG0148,2025,2,4368,63239,1157799,5.46,29.0,24.11,Scaling,High,Growth
S0007083,RG0148,2025,3,4725,67964,1226344,5.54,20.87,23.47,Scaling,Moderate,Growth
S0007084,RG0148,2025,4,5647,73611,1309338,5.62,26.93,24.08,Scaling,High,Growth
S0007085,RG0148,2026,1,5840,79451,1317158,6.03,34.53,31.5,Scaling,High,Growth
S0007086,RG0148,2026,2,5791,85242,1394666,6.11,32.58,27.58,Scaling,High,Growth
S0007087,RG0148,2026,3,6354,91596,1479264,6.19,34.48,28.75,Scaling,High,Growth
S0007088,RG0148,2026,4,7561,99157,1580947,6.27,33.89,26.9,Scaling,High,Growth
S0007089,RG0148,2027,1,7800,106957,1600673,6.68,33.56,33.96,Scaling,High,Growth
S0007090,RG0148,2027,2,8065,115022,1701006,6.76,39.27,33.55,Scaling,High,Growth
S0007091,RG0148,2027,3,9400,124422,1818503,6.84,47.94,33.97,Scaling,Hyper,Growth
S0007092,RG0148,2027,4,11075,135497,1957483,6.92,46.48,35.53,Scaling,Hyper,Growth
S0007093,RG0148,2028,1,9581,145078,1978696,7.33,22.83,30.2,Scaling,Moderate,Growth
S0007094,RG0148,2028,2,10531,155609,2099420,7.41,30.58,34.09,Scaling,High,Growth
S0007095,RG0148,2028,3,11352,166961,2228524,7.49,20.77,33.93,Scaling,Moderate,Growth
S0007096,RG0148,2028,4,13761,180722,2386714,7.57,24.25,34.57,Scaling,Moderate,Accelerated
S0007097,RG0148,2029,1,12852,193574,2425132,7.98,34.14,30.07,Scaling,High,Accelerated
S0007098,RG0148,2029,2,13333,206907,2566448,8.06,26.61,32.05,Mature,High,Accelerated
S0007099,RG0148,2029,3,13928,220835,2712294,8.14,22.69,29.9,Mature,Moderate,Accelerated
S0007100,RG0148,2029,4,17331,238166,2896692,8.22,25.94,31.85,Mature,High,Accelerated
S0007101,RG0148,2030,1,16025,254191,2944752,8.63,24.69,27.13,Mature,Moderate,Accelerated
S0007102,RG0148,2030,2,15433,269624,3094858,8.71,15.75,24.15,Mature,Moderate,Accelerated
S0007103,RG0148,2030,3,17742,287366,3268494,8.79,27.38,23.58,Mature,High,Accelerated
S0007104,RG0148,2030,4,21809,309175,3484840,8.87,25.84,25.34,Mature,High,Accelerated
S0007105,RG0149,2019,1,1051,1051,70918,1.48,0.0,0.0,Early,Low,Early Adoption
S0007106,RG0149,2019,2,1179,2230,142766,1.56,0.0,0.0,Emerging,Low,Early Adoption
S0007107,RG0149,2019,3,1269,3499,213094,1.64,0.0,0.0,Emerging,Low,Early Adoption
S0007108,RG0149,2019,4,1504,5003,290534,1.72,0.0,0.0,Emerging,Low,Early Adoption
S0007109,RG0149,2020,1,1295,6298,295403,2.13,23.22,0.0,Emerging,Moderate,Early Adoption
S0007110,RG0149,2020,2,1346,7644,345570,2.21,14.16,0.0,Emerging,Moderate,Early Adoption
S0007111,RG0149,2020,3,1474,9118,397818,2.29,16.15,0.0,Emerging,Moderate,Early Adoption
S0007112,RG0149,2020,4,1715,10833,456703,2.37,14.03,0.0,Emerging,Moderate,Early Adoption
S0007113,RG0149,2021,1,1774,12607,453163,2.78,36.99,0.0,Emerging,High,Early Adoption
S0007114,RG0149,2021,2,1853,14460,505241,2.86,37.67,0.0,Emerging,High,Early Adoption
S0007115,RG0149,2021,3,1890,16350,555744,2.94,28.22,0.0,Emerging,High,Early Adoption
S0007116,RG0149,2021,4,2290,18640,616810,3.02,33.53,0.0,Emerging,High,Early Adoption
S0007117,RG0149,2022,1,2296,20936,610023,3.43,29.43,29.75,Emerging,High,Early Adoption
S0007118,RG0149,2022,2,2516,23452,667768,3.51,35.78,28.75,Emerging,High,Growth
S0007119,RG0149,2022,3,2710,26162,728341,3.59,43.39,28.78,Emerging,High,Growth
S0007120,RG0149,2022,4,3311,29473,802642,3.67,44.59,30.09,Emerging,High,Growth
S0007121,RG0149,2023,1,3020,32493,796007,4.08,31.53,32.61,Scaling,High,Growth
S0007122,RG0149,2023,2,3371,35864,861701,4.16,33.98,35.8,Scaling,High,Growth
S0007123,RG0149,2023,3,3487,39351,927652,4.24,28.67,33.25,Scaling,High,Growth
S0007124,RG0149,2023,4,4120,43471,1005807,4.32,24.43,33.93,Scaling,Moderate,Growth
S0007125,RG0149,2024,1,3772,47243,998373,4.73,24.9,28.59,Scaling,Moderate,Growth
S0007126,RG0149,2024,2,3927,51170,1063383,4.81,16.49,28.45,Scaling,Moderate,Growth
S0007127,RG0149,2024,3,4228,55398,1132420,4.89,21.25,30.78,Scaling,Moderate,Growth
S0007128,RG0149,2024,4,5200,60598,1218785,4.97,26.21,31.44,Scaling,High,Growth
S0007129,RG0149,2025,1,4540,65138,1210294,5.38,20.36,25.51,Scaling,Moderate,Growth
S0007130,RG0149,2025,2,5031,70169,1284676,5.46,28.11,25.98,Scaling,High,Growth
S0007131,RG0149,2025,3,5259,75428,1361025,5.54,24.39,24.73,Scaling,Moderate,Growth
S0007132,RG0149,2025,4,6224,81652,1452366,5.62,19.69,23.42,Scaling,Moderate,Growth
S0007133,RG0149,2026,1,6957,88609,1468982,6.03,53.24,32.07,Scaling,Hyper,Growth
S0007134,RG0149,2026,2,6755,95364,1560275,6.11,34.27,26.07,Scaling,High,Growth
S0007135,RG0149,2026,3,7825,103189,1666489,6.19,48.79,30.92,Scaling,Hyper,Growth
S0007136,RG0149,2026,4,8733,111922,1784471,6.27,40.31,28.46,Scaling,High,Growth
S0007137,RG0149,2027,1,8534,120456,1802694,6.68,22.67,31.28,Scaling,Moderate,Growth
S0007138,RG0149,2027,2,9120,129576,1916238,6.76,35.01,32.43,Scaling,High,Growth
S0007139,RG0149,2027,3,9768,139344,2036597,6.84,24.83,32.2,Scaling,Moderate,Growth
S0007140,RG0149,2027,4,11632,150976,2181104,6.92,33.2,30.78,Scaling,High,Growth
S0007141,RG0149,2028,1,10426,161402,2201337,7.33,22.17,31.93,Scaling,Moderate,Growth
S0007142,RG0149,2028,2,10539,171941,2319765,7.41,15.56,27.95,Scaling,Moderate,Growth
S0007143,RG0149,2028,3,11545,183486,2449092,7.49,18.19,29.97,Scaling,Moderate,Growth
S0007144,RG0149,2028,4,13596,197082,2602773,7.57,16.88,29.75,Scaling,Moderate,Accelerated
S0007145,RG0149,2029,1,14034,211116,2644901,7.98,34.61,26.35,Scaling,High,Accelerated
S0007146,RG0149,2029,2,15059,226175,2805445,8.06,42.89,30.63,Mature,High,Accelerated
S0007147,RG0149,2029,3,15876,242051,2972869,8.14,37.51,26.6,Mature,High,Accelerated
S0007148,RG0149,2029,4,18914,260965,3173984,8.22,39.11,29.38,Mature,High,Accelerated
S0007149,RG0149,2030,1,15617,276582,3204147,8.63,11.28,22.32,Mature,Moderate,Accelerated
S0007150,RG0149,2030,2,16298,292880,3361800,8.71,8.23,21.35,Mature,Low,Accelerated
S0007151,RG0149,2030,3,19340,312220,3551183,8.79,21.82,25.57,Mature,Moderate,Accelerated
S0007152,RG0149,2030,4,21317,333537,3759434,8.87,12.7,22.37,Mature,Moderate,Accelerated
S0007153,RG0150,2019,1,906,906,61293,1.48,0.0,0.0,Early,Low,Early Adoption
S0007154,RG0150,2019,2,982,1888,121169,1.56,0.0,0.0,Emerging,Low,Early Adoption
S0007155,RG0150,2019,3,1016,2904,177273,1.64,0.0,0.0,Emerging,Low,Early Adoption
S0007156,RG0150,2019,4,1280,4184,243518,1.72,0.0,0.0,Emerging,Low,Early Adoption
S0007157,RG0150,2020,1,1084,5268,247539,2.13,19.65,0.0,Emerging,Moderate,Early Adoption
S0007158,RG0150,2020,2,1102,6370,288477,2.21,12.22,0.0,Emerging,Moderate,Early Adoption
S0007159,RG0150,2020,3,1203,7573,330966,2.29,18.41,0.0,Emerging,Moderate,Early Adoption
S0007160,RG0150,2020,4,1537,9110,384688,2.37,20.08,0.0,Emerging,Moderate,Early Adoption
S0007161,RG0150,2021,1,1558,10668,383997,2.78,43.73,0.0,Emerging,High,Early Adoption
S0007162,RG0150,2021,2,1687,12355,432273,2.86,53.09,0.0,Emerging,Hyper,Early Adoption
