demo_id,region_id,year,population,urban_population_pct,population_density,median_age,literacy_rate,working_age_population_pct
D000805,RG0068,2019,1709638,72.4,3144,28.1,88.2,64.8
D000806,RG0068,2020,1732481,73.9,3062,28.3,88.1,64.7
D000807,RG0068,2021,1738213,73.6,3193,28.3,88.5,64.8
D000808,RG0068,2022,1799864,75.1,3245,28.2,88.4,64.7
D000809,RG0068,2023,1832837,75.9,3120,28.3,88.7,64.5
D000810,RG0068,2024,1854174,75.5,3317,28.5,88.8,64.7
D000811,RG0068,2025,1876330,77.4,3362,28.6,88.9,64.5
D000812,RG0068,2026,1914733,77.7,3324,28.5,89.3,64.6
D000813,RG0068,2027,1950621,78.2,3455,28.7,89.6,64.4
D000814,RG0068,2028,1996843,78.6,3351,28.9,89.5,64.5
D000815,RG0068,2029,2019576,79.6,3439,28.8,90.0,64.3
D000816,RG0068,2030,2049705,80.0,3571,28.8,90.1,64.2
D000817,RG0069,2019,3013724,70.3,3002,28.6,87.6,64.7
D000818,RG0069,2020,3110557,71.4,3027,28.2,87.5,64.6
D000819,RG0069,2021,3152273,72.6,3069,28.4,88.0,64.6
D000820,RG0069,2022,3187738,73.6,3143,28.8,87.9,64.7
D000821,RG0069,2023,3234873,74.3,3144,28.8,88.0,64.7
D000822,RG0069,2024,3290700,74.0,3277,28.9,88.4,64.4
D000823,RG0069,2025,3374506,74.2,3312,28.9,88.6,64.3
D000824,RG0069,2026,3433997,75.3,3281,29.0,88.5,64.2
D000825,RG0069,2027,3512222,75.3,3427,28.7,88.6,64.5
D000826,RG0069,2028,3584282,76.3,3475,28.9,89.2,64.2
D000827,RG0069,2029,3618806,76.6,3440,29.0,89.1,64.2
D000828,RG0069,2030,3661592,77.6,3378,29.0,89.3,64.0
D000829,RG0070,2019,1389720,74.8,3061,29.2,88.6,65.7
D000830,RG0070,2020,1407216,75.0,3129,29.5,88.8,65.5
D000831,RG0070,2021,1444409,76.3,3167,29.5,88.9,65.6
D000832,RG0070,2022,1481500,75.9,3175,29.3,89.2,65.6
D000833,RG0070,2023,1507366,78.0,3184,29.4,89.3,65.3
D000834,RG0070,2024,1520149,77.2,3277,29.3,89.4,65.5
D000835,RG0070,2025,1557326,79.1,3325,29.4,89.7,65.4
D000836,RG0070,2026,1574661,79.8,3403,29.6,90.0,65.4
D000837,RG0070,2027,1604844,80.2,3296,29.6,89.9,65.1
D000838,RG0070,2028,1619443,81.0,3459,29.6,90.0,65.2
D000839,RG0070,2029,1649423,81.9,3530,30.0,90.4,65.2
D000840,RG0070,2030,1700909,80.8,3383,29.7,90.6,65.0
D000841,RG0071,2019,5501784,86.8,7556,28.5,91.9,67.3
D000842,RG0071,2020,5589784,87.2,7883,28.4,92.2,67.2
D000843,RG0071,2021,5756422,87.3,7846,28.6,92.5,67.2
D000844,RG0071,2022,5843792,89.0,7695,28.5,92.8,67.3
D000845,RG0071,2023,5964243,90.0,8238,28.7,92.7,67.1
D000846,RG0071,2024,6112592,90.5,7864,28.4,92.8,67.2
D000847,RG0071,2025,6252888,91.6,8377,28.8,93.2,67.1
D000848,RG0071,2026,6458781,91.3,8437,28.7,93.5,66.8
D000849,RG0071,2027,6479638,91.8,8621,28.6,93.8,66.8
D000850,RG0071,2028,6702614,93.6,8285,28.7,93.5,66.9
D000851,RG0071,2029,6897541,93.2,8796,29.2,94.1,66.8
D000852,RG0071,2030,7040382,94.8,8407,29.3,93.9,66.8
D000853,RG0072,2019,951533,70.4,3260,29.5,89.7,66.3
D000854,RG0072,2020,965440,72.8,3336,29.8,89.7,66.1
D000855,RG0072,2021,997408,72.4,3341,29.5,90.1,66.1
D000856,RG0072,2022,1003106,73.2,3420,29.8,90.3,65.7
D000857,RG0072,2023,1027997,75.0,3332,29.9,90.5,65.9
D000858,RG0072,2024,1037376,74.9,3332,29.9,90.8,65.9
D000859,RG0072,2025,1057477,75.4,3360,30.0,90.8,65.7
D000860,RG0072,2026,1077870,75.1,3470,30.2,90.8,65.6
D000861,RG0072,2027,1105847,77.6,3516,30.2,90.9,65.8
D000862,RG0072,2028,1113006,78.2,3471,30.0,91.5,65.5
D000863,RG0072,2029,1145760,78.7,3644,30.1,91.6,65.5
D000864,RG0072,2030,1163572,78.0,3544,30.2,91.9,65.4
D000865,RG0073,2019,2489274,72.7,3230,28.4,90.2,65.9
D000866,RG0073,2020,2526279,73.5,3178,28.5,90.5,65.9
D000867,RG0073,2021,2558398,73.3,3214,28.3,90.4,65.9
D000868,RG0073,2022,2611002,73.9,3262,28.4,90.6,65.8
D000869,RG0073,2023,2653802,74.7,3325,28.6,91.1,65.9
D000870,RG0073,2024,2679756,76.0,3484,28.7,91.3,65.9
D000871,RG0073,2025,2723264,75.8,3416,28.6,91.1,65.5
D000872,RG0073,2026,2791690,76.9,3560,28.7,91.5,65.8
D000873,RG0073,2027,2851267,77.4,3602,29.0,91.9,65.6
D000874,RG0073,2028,2890164,79.5,3669,28.8,91.6,65.4
D000875,RG0073,2029,2944189,80.1,3625,28.9,92.2,65.4
D000876,RG0073,2030,3033404,80.3,3631,29.0,92.0,65.3
D000877,RG0074,2019,3592980,77.3,3249,29.3,91.5,65.7
D000878,RG0074,2020,3603895,76.4,3322,29.4,91.6,65.7
D000879,RG0074,2021,3692703,78.6,3374,29.5,92.0,65.6
D000880,RG0074,2022,3753888,78.4,3362,29.6,91.9,65.6
D000881,RG0074,2023,3826682,78.6,3293,29.4,92.2,65.3
D000882,RG0074,2024,3883200,79.7,3469,29.6,92.5,65.4
D000883,RG0074,2025,3959140,80.0,3395,29.7,92.7,65.2
D000884,RG0074,2026,4092990,81.2,3573,29.9,92.5,65.3
D000885,RG0074,2027,4093148,81.1,3560,29.7,92.8,65.2
D000886,RG0074,2028,4196673,82.4,3632,29.6,93.1,65.2
D000887,RG0074,2029,4261598,82.3,3695,30.0,93.2,65.2
D000888,RG0074,2030,4350210,83.1,3547,29.7,93.1,65.2
D000889,RG0075,2019,4045049,91.0,8440,27.8,95.8,68.6
D000890,RG0075,2020,4098437,90.7,8391,27.9,96.1,68.6
D000891,RG0075,2021,4190186,90.9,8526,28.1,96.1,68.4
D000892,RG0075,2022,4323421,91.6,8275,28.1,96.3,68.4
D000893,RG0075,2023,4370210,93.7,8840,28.2,96.7,68.2
D000894,RG0075,2024,4509288,93.6,8977,27.9,96.9,68.4
D000895,RG0075,2025,4622188,95.0,8807,27.9,96.9,68.2
D000896,RG0075,2026,4716847,95.9,8660,28.1,97.0,68.2
D000897,RG0075,2027,4852197,95.7,8761,28.1,97.4,67.9
D000898,RG0075,2028,4955624,95.8,8892,28.3,97.4,68.1
D000899,RG0075,2029,5029320,97.7,9456,28.2,97.6,67.9
D000900,RG0075,2030,5151661,98.5,9340,28.3,97.8,68.1
D000901,RG0076,2019,7102988,86.4,8452,28.2,94.5,68.5
D000902,RG0076,2020,7236630,87.3,8425,28.5,94.5,68.3
D000903,RG0076,2021,7347557,88.1,8469,28.4,94.8,68.5
D000904,RG0076,2022,7525808,88.3,8475,28.5,94.8,68.4
D000905,RG0076,2023,7821169,88.2,8567,28.8,95.3,68.3
D000906,RG0076,2024,8003463,89.5,8845,28.8,95.4,68.2
D000907,RG0076,2025,8197454,90.4,8717,28.7,95.5,68.2
D000908,RG0076,2026,8389680,91.1,8732,28.8,95.4,68.1
D000909,RG0076,2027,8517140,92.0,9014,28.9,95.6,67.8
D000910,RG0076,2028,8740010,92.1,9083,29.0,95.8,67.9
D000911,RG0076,2029,8927664,92.2,8958,29.1,95.9,67.9
D000912,RG0076,2030,9179461,92.8,9045,29.3,96.4,67.7
D000913,RG0077,2019,8264592,87.9,8155,28.5,95.0,67.9
D000914,RG0077,2020,8374385,90.0,8350,28.7,95.1,67.5
D000915,RG0077,2021,8730579,90.1,8248,28.6,95.7,67.6
D000916,RG0077,2022,8773177,91.1,8615,28.9,95.7,67.4
D000917,RG0077,2023,9061119,92.2,8551,29.0,95.6,67.4
D000918,RG0077,2024,9347592,91.9,8525,29.0,96.1,67.6
D000919,RG0077,2025,9482284,92.0,8809,29.0,96.3,67.2
D000920,RG0077,2026,9623304,92.4,8958,28.9,96.3,67.2
D000921,RG0077,2027,9989889,94.2,8768,29.0,96.4,67.4
D000922,RG0077,2028,10216834,95.1,9034,29.0,96.7,67.3
D000923,RG0077,2029,10349519,96.2,9318,29.2,96.8,67.2
D000924,RG0077,2030,10572353,96.7,9211,29.4,97.1,67.2
D000925,RG0078,2019,5087353,86.5,8191,28.1,94.8,68.0
D000926,RG0078,2020,5192274,87.8,8430,28.0,94.6,67.7
D000927,RG0078,2021,5399584,88.1,8452,28.3,95.0,67.8
D000928,RG0078,2022,5515879,89.9,8484,28.2,95.4,67.8
D000929,RG0078,2023,5564753,89.3,8804,28.6,95.3,67.8
D000930,RG0078,2024,5692950,89.8,8814,28.6,95.3,67.7
D000931,RG0078,2025,5874721,91.5,8955,28.6,95.5,67.6
D000932,RG0078,2026,5972670,92.6,9026,28.7,96.1,67.5
D000933,RG0078,2027,6123687,92.2,9258,28.6,95.9,67.6
D000934,RG0078,2028,6328348,92.3,9113,28.7,96.4,67.3
D000935,RG0078,2029,6446150,94.4,8984,28.6,96.5,67.3
D000936,RG0078,2030,6535523,93.9,9202,29.0,96.5,67.4
D000937,RG0079,2019,801036,74.2,3316,28.9,93.0,66.5
D000938,RG0079,2020,815341,74.8,3537,28.6,93.6,66.6
D000939,RG0079,2021,827616,74.8,3536,28.6,93.6,66.4
D000940,RG0079,2022,846881,75.2,3475,28.8,93.7,66.4
D000941,RG0079,2023,858174,75.8,3582,29.1,93.8,66.4
D000942,RG0079,2024,885842,77.3,3548,29.2,94.1,66.3
D000943,RG0079,2025,896169,78.3,3573,28.9,94.1,66.3
D000944,RG0079,2026,904339,78.9,3661,29.3,94.7,65.9
D000945,RG0079,2027,929748,80.1,3778,29.4,94.5,66.0
D000946,RG0079,2028,952713,80.6,3718,29.3,94.7,65.8
D000947,RG0079,2029,970751,80.7,3869,29.3,95.0,66.0
D000948,RG0079,2030,975647,81.7,3801,29.3,95.2,65.9
D000949,RG0080,2019,2937817,75.7,3401,28.7,93.5,67.9
D000950,RG0080,2020,3006833,77.3,3460,28.7,93.8,68.0
D000951,RG0080,2021,3063509,77.2,3484,28.6,94.3,67.7
D000952,RG0080,2022,3167315,77.6,3618,28.8,94.1,67.8
D000953,RG0080,2023,3186962,78.7,3479,29.1,94.2,67.6
D000954,RG0080,2024,3276477,78.8,3638,29.2,94.7,67.4
D000955,RG0080,2025,3296652,79.4,3606,29.0,94.8,67.6
D000956,RG0080,2026,3370232,80.0,3648,29.3,94.9,67.5
D000957,RG0080,2027,3467079,80.2,3791,29.3,94.9,67.2
D000958,RG0080,2028,3522229,81.0,3808,29.1,95.2,67.3
D000959,RG0080,2029,3556383,83.1,3855,29.2,95.7,67.2
D000960,RG0080,2030,3645194,82.9,3860,29.3,95.8,67.4
D000961,RG0081,2019,3301239,89.8,8170,27.6,95.5,68.6
D000962,RG0081,2020,3382211,89.9,8484,27.8,95.7,68.9
D000963,RG0081,2021,3486801,90.1,8553,27.8,95.6,68.6
D000964,RG0081,2022,3541550,91.3,8368,28.2,96.0,68.5
D000965,RG0081,2023,3675156,93.0,8421,28.1,96.4,68.7
D000966,RG0081,2024,3714872,92.9,8814,27.9,96.6,68.4
D000967,RG0081,2025,3820756,93.0,8627,28.2,96.6,68.5
D000968,RG0081,2026,3929256,95.1,8986,28.2,97.0,68.5
D000969,RG0081,2027,3969353,94.7,9223,28.3,97.1,68.2
D000970,RG0081,2028,4123872,96.1,8925,28.4,96.9,68.4
D000971,RG0081,2029,4172329,96.7,8954,28.7,97.5,68.1
D000972,RG0081,2030,4236866,97.3,9154,28.6,97.7,68.2
D000973,RG0082,2019,790608,78.4,3456,29.2,94.2,68.0
D000974,RG0082,2020,806333,78.2,3355,29.1,94.3,67.9
D000975,RG0082,2021,809549,79.8,3536,29.3,94.7,67.8
D000976,RG0082,2022,826670,80.0,3559,29.3,94.7,67.8
D000977,RG0082,2023,849445,80.0,3602,29.5,94.9,67.6
D000978,RG0082,2024,860209,80.9,3705,29.3,95.4,67.7
D000979,RG0082,2025,885479,82.6,3618,29.2,95.5,67.3
D000980,RG0082,2026,894602,82.3,3686,29.5,95.7,67.3
D000981,RG0082,2027,912514,82.2,3771,29.7,95.6,67.3
D000982,RG0082,2028,924016,83.3,3752,29.7,95.8,67.2
D000983,RG0082,2029,944679,85.1,3757,29.9,96.2,67.2
D000984,RG0082,2030,959411,84.6,3924,29.9,96.3,67.3
D000985,RG0083,2019,3397015,73.8,3435,28.8,93.3,67.7
D000986,RG0083,2020,3488121,75.2,3541,29.0,93.4,67.8
D000987,RG0083,2021,3540552,76.4,3416,29.1,93.9,67.5
D000988,RG0083,2022,3577832,77.4,3621,29.0,94.0,67.5
D000989,RG0083,2023,3690449,76.4,3662,29.3,93.8,67.3
D000990,RG0083,2024,3693412,78.9,3622,29.0,94.0,67.6
D000991,RG0083,2025,3774384,78.7,3732,29.2,94.4,67.4
D000992,RG0083,2026,3905554,79.9,3616,29.3,94.7,67.3
D000993,RG0083,2027,3926809,79.3,3629,29.4,94.7,67.2
D000994,RG0083,2028,4007733,79.9,3846,29.7,94.7,67.1
D000995,RG0083,2029,4125189,81.2,3751,29.4,95.3,67.3
D000996,RG0083,2030,4205002,82.6,3888,29.9,95.4,67.0
D000997,RG0084,2019,3144388,73.0,3423,28.5,92.9,67.2
D000998,RG0084,2020,3224170,74.8,3388,28.7,92.9,67.2
D000999,RG0084,2021,3250623,74.0,3401,29.1,93.2,67.1
D001000,RG0084,2022,3349495,76.0,3497,29.0,93.4,66.8
D001001,RG0084,2023,3398596,76.7,3676,29.0,93.6,67.0
D001002,RG0084,2024,3483921,77.7,3619,29.0,93.7,66.7
D001003,RG0084,2025,3509484,77.9,3743,28.9,93.8,66.6
D001004,RG0084,2026,3589806,77.4,3669,29.1,94.4,66.6
D001005,RG0084,2027,3692562,78.2,3814,29.2,94.1,66.8
D001006,RG0084,2028,3708869,79.2,3806,29.1,94.4,66.4
D001007,RG0084,2029,3777973,79.4,3705,29.3,94.8,66.4
D001008,RG0084,2030,3862493,81.0,3847,29.5,95.0,66.6
D001009,RG0085,2019,834896,73.6,3395,28.1,92.9,67.9
D001010,RG0085,2020,846859,73.8,3461,28.4,92.9,67.8
D001011,RG0085,2021,861145,75.5,3428,28.1,93.3,67.7
D001012,RG0085,2022,879642,75.8,3603,28.5,93.3,67.4
D001013,RG0085,2023,894493,76.4,3511,28.1,93.8,67.5
D001014,RG0085,2024,915183,76.3,3510,28.3,93.6,67.2
D001015,RG0085,2025,924755,76.7,3656,28.4,93.9,67.5
D001016,RG0085,2026,943107,78.2,3676,28.6,94.0,67.4
D001017,RG0085,2027,958236,79.4,3783,28.5,94.5,67.1
D001018,RG0085,2028,976637,80.2,3774,28.8,94.6,67.0
D001019,RG0085,2029,996951,80.4,3849,28.9,94.5,66.9
D001020,RG0085,2030,1021740,81.7,3812,29.0,94.8,67.0
D001021,RG0086,2019,955371,71.9,3353,28.3,92.4,67.5
D001022,RG0086,2020,976371,72.2,3405,28.4,92.5,67.6
D001023,RG0086,2021,1002674,73.2,3582,28.0,93.0,67.2
D001024,RG0086,2022,1028901,73.3,3587,28.2,93.0,67.5
D001025,RG0086,2023,1044110,74.5,3596,28.5,93.4,67.2
D001026,RG0086,2024,1048082,76.2,3704,28.2,93.2,67.1
D001027,RG0086,2025,1072441,76.1,3553,28.5,93.7,67.3
D001028,RG0086,2026,1110285,77.7,3768,28.7,93.6,66.9
D001029,RG0086,2027,1112723,77.3,3643,28.9,93.7,66.9
D001030,RG0086,2028,1152273,78.2,3817,28.8,93.9,67.1
D001031,RG0086,2029,1153086,79.0,3731,28.9,94.4,67.0
D001032,RG0086,2030,1195677,80.2,3943,28.9,94.5,66.8
D001033,RG0087,2019,2754179,72.2,3386,28.5,92.8,67.1
D001034,RG0087,2020,2799056,73.9,3489,28.2,93.0,66.7
D001035,RG0087,2021,2842624,74.2,3474,28.2,93.2,66.6
D001036,RG0087,2022,2864900,74.0,3516,28.6,93.4,66.7
D001037,RG0087,2023,2941672,75.6,3468,28.8,93.3,66.7
D001038,RG0087,2024,2998471,76.0,3711,28.5,93.5,66.6
D001039,RG0087,2025,3067777,76.5,3674,28.9,93.8,66.6
D001040,RG0087,2026,3141667,77.5,3609,28.9,94.0,66.4
D001041,RG0087,2027,3186903,77.9,3809,28.7,93.9,66.5
D001042,RG0087,2028,3232344,78.1,3876,28.7,94.5,66.2
D001043,RG0087,2029,3305221,79.1,3923,28.9,94.7,66.3
D001044,RG0087,2030,3345722,80.9,3921,28.8,94.5,66.3
D001045,RG0088,2019,3561567,94.9,8081,28.2,95.5,67.4
D001046,RG0088,2020,3629244,94.5,7798,28.4,95.6,67.3
D001047,RG0088,2021,3706795,96.1,8083,28.4,95.6,67.5
D001048,RG0088,2022,3783429,96.8,8078,28.4,95.8,67.2
D001049,RG0088,2023,3864289,96.0,8462,28.3,96.2,67.2
D001050,RG0088,2024,3957228,97.6,8258,28.5,96.2,67.1
D001051,RG0088,2025,4035122,97.2,8345,28.4,96.7,67.2
D001052,RG0088,2026,4202972,99.0,8422,28.5,96.6,67.2
D001053,RG0088,2027,4295271,99.0,8447,28.8,97.0,67.1
D001054,RG0088,2028,4381845,99.0,8584,29.1,96.9,66.9
D001055,RG0088,2029,4433099,99.0,8740,29.1,97.4,66.7
D001056,RG0088,2030,4551041,99.0,9072,28.7,97.5,67.0
D001057,RG0089,2019,2220598,94.0,7769,27.9,95.4,67.1
D001058,RG0089,2020,2291816,93.2,7964,28.0,95.5,67.1
D001059,RG0089,2021,2353942,94.8,8223,28.2,95.9,67.1
D001060,RG0089,2022,2375144,96.3,8047,28.0,96.0,66.8
D001061,RG0089,2023,2432006,95.6,8133,28.2,96.3,66.7
D001062,RG0089,2024,2494030,97.7,8198,28.4,96.4,66.7
D001063,RG0089,2025,2561368,98.5,8711,28.6,96.4,66.5
D001064,RG0089,2026,2632440,98.1,8312,28.2,96.4,66.6
D001065,RG0089,2027,2691256,99.0,8859,28.4,96.6,66.6
D001066,RG0089,2028,2710257,99.0,8679,28.7,96.7,66.4
D001067,RG0089,2029,2817877,99.0,8877,28.5,96.9,66.5
D001068,RG0089,2030,2877229,99.0,8710,28.5,97.4,66.3
D001069,RG0090,2019,3470452,73.3,3249,29.2,91.6,66.0
D001070,RG0090,2020,3546900,74.3,3341,29.3,92.0,65.9
D001071,RG0090,2021,3585392,75.9,3310,29.7,92.1,65.8
D001072,RG0090,2022,3664641,76.5,3324,29.5,92.5,66.0
D001073,RG0090,2023,3776622,76.9,3366,29.9,92.6,65.7
D001074,RG0090,2024,3817243,76.3,3475,29.6,92.8,65.6
D001075,RG0090,2025,3928237,78.9,3489,29.6,93.0,65.6
D001076,RG0090,2026,3954918,78.6,3564,30.1,93.1,65.8
D001077,RG0090,2027,4008173,79.2,3608,29.7,93.3,65.6
D001078,RG0090,2028,4150846,79.2,3769,30.0,93.1,65.6
D001079,RG0090,2029,4211184,79.7,3794,30.2,93.7,65.6
D001080,RG0090,2030,4313409,81.0,3793,30.2,93.7,65.5
D001081,RG0091,2019,1949096,74.0,3242,28.9,92.2,67.1
D001082,RG0091,2020,1959891,76.0,3304,28.7,92.1,67.3
D001083,RG0091,2021,2009971,76.2,3472,29.0,92.6,67.1
D001084,RG0091,2022,2031809,76.6,3404,29.2,92.4,66.9
D001085,RG0091,2023,2075441,77.4,3430,29.0,92.9,66.9
D001086,RG0091,2024,2131288,77.4,3465,29.1,93.1,66.9
D001087,RG0091,2025,2178830,78.0,3562,29.2,92.9,67.0
D001088,RG0091,2026,2226946,79.6,3537,29.4,93.1,66.9
D001089,RG0091,2027,2242245,79.5,3539,29.2,93.4,66.7
D001090,RG0091,2028,2287616,81.2,3691,29.3,93.5,66.8
D001091,RG0091,2029,2310794,82.4,3732,29.7,93.6,66.7
D001092,RG0091,2030,2373473,82.2,3648,29.4,94.0,66.5
D001093,RG0092,2019,3175106,71.5,3370,29.0,90.6,67.2
D001094,RG0092,2020,3263340,70.8,3249,29.2,90.7,67.3
D001095,RG0092,2021,3306215,71.6,3296,29.1,90.9,66.9
D001096,RG0092,2022,3407659,73.4,3460,29.3,91.1,67.1
D001097,RG0092,2023,3459141,74.1,3560,29.6,91.3,66.9
D001098,RG0092,2024,3522579,74.3,3430,29.3,91.8,66.7
D001099,RG0092,2025,3563828,75.5,3573,29.6,92.0,66.9
D001100,RG0092,2026,3633188,76.3,3474,29.7,92.1,66.6
D001101,RG0092,2027,3686315,75.8,3584,30.0,92.3,66.8
D001102,RG0092,2028,3777077,76.2,3760,30.0,92.5,66.5
D001103,RG0092,2029,3856178,77.4,3711,29.9,92.6,66.7
D001104,RG0092,2030,3879726,78.2,3753,30.1,92.5,66.5
D001105,RG0093,2019,2098273,76.0,3313,29.5,92.2,66.6
D001106,RG0093,2020,2152351,75.1,3339,29.4,92.2,66.6
D001107,RG0093,2021,2210155,75.9,3322,29.9,92.6,66.7
D001108,RG0093,2022,2240433,76.7,3486,29.7,92.4,66.3
D001109,RG0093,2023,2286485,77.0,3563,29.6,92.7,66.6
D001110,RG0093,2024,2328417,78.9,3442,29.8,92.7,66.2
D001111,RG0093,2025,2341857,79.2,3609,29.7,93.0,66.2
D001112,RG0093,2026,2391396,80.1,3592,30.1,93.2,66.4
D001113,RG0093,2027,2467078,80.6,3641,30.3,93.7,66.3
D001114,RG0093,2028,2475766,81.4,3560,30.1,93.4,66.0
D001115,RG0093,2029,2522239,81.0,3641,30.2,93.6,66.0
D001116,RG0093,2030,2566111,82.9,3816,30.0,93.9,66.1
D001117,RG0094,2019,2530258,75.9,3323,28.6,92.1,67.0
D001118,RG0094,2020,2579116,76.2,3297,28.4,92.2,66.9
D001119,RG0094,2021,2631970,77.3,3476,28.7,92.6,66.7
D001120,RG0094,2022,2684194,77.5,3333,28.7,92.9,66.6
D001121,RG0094,2023,2739837,78.6,3404,29.0,93.0,66.7
D001122,RG0094,2024,2756315,78.9,3503,28.9,92.8,66.5
D001123,RG0094,2025,2822374,78.8,3537,29.0,93.3,66.4
D001124,RG0094,2026,2903034,79.9,3586,29.2,93.5,66.6
D001125,RG0094,2027,2952342,80.7,3618,28.9,93.7,66.2
D001126,RG0094,2028,2995964,81.5,3698,29.0,93.8,66.4
D001127,RG0094,2029,3072154,82.6,3808,29.4,93.8,66.4
D001128,RG0094,2030,3117847,83.6,3664,29.2,94.2,66.2
D001129,RG0095,2019,467227,72.5,3321,28.8,91.4,66.2
D001130,RG0095,2020,475500,74.6,3414,28.9,91.6,65.9
D001131,RG0095,2021,478510,75.7,3468,29.2,91.9,66.1
D001132,RG0095,2022,487375,75.1,3320,29.3,92.2,66.1
D001133,RG0095,2023,497718,77.0,3372,29.1,92.0,66.0
D001134,RG0095,2024,510756,76.2,3434,29.5,92.6,66.0
D001135,RG0095,2025,512735,77.7,3541,29.6,92.4,65.6
D001136,RG0095,2026,523631,78.6,3556,29.3,92.5,65.6
D001137,RG0095,2027,532677,78.0,3616,29.3,92.7,65.7
D001138,RG0095,2028,541626,79.4,3680,29.8,93.3,65.6
D001139,RG0095,2029,560417,80.6,3697,29.7,93.3,65.6
D001140,RG0095,2030,571660,80.7,3746,29.9,93.5,65.3
D001141,RG0096,2019,2217649,77.0,3066,28.5,89.0,64.2
D001142,RG0096,2020,2287225,76.5,3055,28.8,89.1,64.3
D001143,RG0096,2021,2299672,77.3,3032,29.0,89.3,64.3
D001144,RG0096,2022,2355494,77.5,3118,28.7,89.7,64.3
D001145,RG0096,2023,2366097,79.0,3152,28.8,89.9,64.2
D001146,RG0096,2024,2428727,79.4,3301,29.0,90.0,64.0
D001147,RG0096,2025,2458242,79.2,3246,29.1,90.1,63.9
D001148,RG0096,2026,2529868,81.5,3393,29.2,90.0,63.8
D001149,RG0096,2027,2580707,80.9,3284,29.2,90.6,63.7
D001150,RG0096,2028,2617973,81.7,3399,29.4,90.6,63.8
D001151,RG0096,2029,2649678,83.2,3387,29.2,90.9,63.5
D001152,RG0096,2030,2707133,83.4,3439,29.4,91.1,63.5
D001153,RG0097,2019,2933438,76.7,2993,29.3,89.1,65.0
D001154,RG0097,2020,3022872,76.0,3046,29.5,89.2,65.3
D001155,RG0097,2021,3071723,76.9,3140,29.5,89.2,65.1
D001156,RG0097,2022,3093415,78.3,3111,29.5,89.4,65.0
D001157,RG0097,2023,3190906,79.0,3216,29.7,89.6,64.8
D001158,RG0097,2024,3224002,79.1,3227,29.8,89.7,64.8
D001159,RG0097,2025,3302028,80.8,3221,29.5,90.0,64.8
D001160,RG0097,2026,3342421,80.3,3309,29.9,90.3,64.7
D001161,RG0097,2027,3416343,81.8,3396,29.7,90.6,64.8
D001162,RG0097,2028,3440217,82.8,3362,30.0,90.4,64.6
D001163,RG0097,2029,3516339,83.0,3476,30.1,90.8,64.6
D001164,RG0097,2030,3593448,82.8,3496,29.9,90.8,64.5
D001165,RG0098,2019,3485772,73.0,2976,29.4,87.9,65.1
D001166,RG0098,2020,3584647,72.7,3155,29.7,87.7,64.9
D001167,RG0098,2021,3618915,74.0,3139,29.5,88.1,65.1
D001168,RG0098,2022,3709559,73.6,3164,29.9,88.4,64.9
D001169,RG0098,2023,3764664,75.7,3188,29.7,88.6,64.8
D001170,RG0098,2024,3832243,76.2,3223,30.0,88.5,64.8
D001171,RG0098,2025,3896172,75.8,3332,30.2,88.9,64.9
D001172,RG0098,2026,3924976,77.6,3387,29.9,89.0,64.6
D001173,RG0098,2027,4003217,77.1,3333,30.2,89.1,64.7
D001174,RG0098,2028,4108885,77.8,3320,30.1,89.2,64.7
D001175,RG0098,2029,4141054,79.1,3511,30.1,89.6,64.6
D001176,RG0098,2030,4260227,80.6,3444,30.3,89.5,64.6
D001177,RG0099,2019,1881642,76.6,3098,29.0,89.2,64.7
D001178,RG0099,2020,1920718,77.4,3125,29.1,89.3,64.9
D001179,RG0099,2021,1956983,77.3,3079,28.8,89.4,64.8
D001180,RG0099,2022,1994732,78.4,3088,29.1,89.7,64.5
D001181,RG0099,2023,2001705,79.4,3262,29.0,89.9,64.6
D001182,RG0099,2024,2063314,80.2,3256,29.3,89.9,64.6
D001183,RG0099,2025,2091426,81.2,3302,29.5,90.4,64.5
D001184,RG0099,2026,2125730,80.6,3389,29.3,90.4,64.3
D001185,RG0099,2027,2148692,82.7,3307,29.4,90.7,64.5
D001186,RG0099,2028,2212545,82.7,3309,29.5,90.7,64.2
D001187,RG0099,2029,2230709,83.7,3475,29.4,91.1,64.1
D001188,RG0099,2030,2272958,84.1,3515,29.8,91.0,64.2
D001189,RG0100,2019,707813,74.2,3134,28.6,88.6,65.5
D001190,RG0100,2020,721948,75.9,3096,28.8,88.6,65.3
D001191,RG0100,2021,733937,75.8,3111,29.0,88.8,65.2
D001192,RG0100,2022,746867,76.0,3070,28.9,89.1,65.3
D001193,RG0100,2023,766435,76.9,3243,29.0,89.2,65.4
D001194,RG0100,2024,769936,78.5,3245,29.0,89.5,65.3
D001195,RG0100,2025,782441,78.7,3217,29.3,89.8,65.3
D001196,RG0100,2026,805811,79.7,3320,29.4,89.6,65.2
D001197,RG0100,2027,809579,80.2,3257,29.1,89.8,64.9
D001198,RG0100,2028,829927,79.7,3361,29.3,90.1,64.9
D001199,RG0100,2029,840808,80.8,3464,29.2,90.5,64.9
D001200,RG0100,2030,868652,81.1,3483,29.5,90.6,64.7
D001201,RG0101,2019,2900373,72.1,2997,29.4,87.3,65.3
D001202,RG0101,2020,2952639,72.2,3084,29.8,87.6,64.9
D001203,RG0101,2021,2983679,73.1,3184,29.9,87.7,64.9
D001204,RG0101,2022,3040988,72.9,3210,29.8,88.0,65.0
