econ_id,region_id,year,gdp_per_capita,median_household_income,petrol_price,electricity_price,employment_rate,vehicle_ownership_rate,affordability_index,energy_cost_advantage
E001567,RG0131,2025,660272,1051405,104.42,7.11,93.8,0.66,39.8,14.69
E001568,RG0131,2026,716041,1105588,106.84,6.97,93.3,0.66,38.6,15.33
E001569,RG0131,2027,761515,1193246,109.08,8.07,93.4,0.7,39.2,13.52
E001570,RG0131,2028,811261,1281817,114.75,7.58,93.9,0.69,39.5,15.14
E001571,RG0131,2029,853781,1414583,113.85,8.79,94.1,0.71,41.4,12.95
E001572,RG0131,2030,927647,1566671,118.33,7.99,94.4,0.75,42.2,14.81
E001573,RG0132,2019,438149,650748,75.67,5.85,93.4,0.55,37.1,12.94
E001574,RG0132,2020,470350,716912,71.13,6.87,93.3,0.57,38.1,10.35
E001575,RG0132,2021,498600,781427,85.34,7.28,93.4,0.58,39.2,11.72
E001576,RG0132,2022,534178,807553,101.52,6.44,93.1,0.6,37.8,15.76
E001577,RG0132,2023,570620,872111,103.29,6.91,93.5,0.61,38.2,14.95
E001578,RG0132,2024,611340,956741,103.33,7.29,93.9,0.63,39.1,14.17
E001579,RG0132,2025,650140,1069414,108.53,7.68,93.4,0.66,41.1,14.13
E001580,RG0132,2026,702189,1160659,108.28,8.14,93.6,0.67,41.3,13.3
E001581,RG0132,2027,743036,1184962,112.26,8.02,93.7,0.69,39.9,14.0
E001582,RG0132,2028,796393,1344362,114.78,8.52,94.0,0.72,42.2,13.47
E001583,RG0132,2029,881703,1450530,114.87,7.89,94.5,0.71,41.1,14.56
E001584,RG0132,2030,931693,1524401,116.68,9.05,94.7,0.72,40.9,12.89
E001585,RG0133,2019,442358,648419,76.15,6.72,93.3,0.54,36.6,11.33
E001586,RG0133,2020,463658,729845,70.78,6.64,93.0,0.55,39.4,10.66
E001587,RG0133,2021,491461,760997,86.43,6.25,93.3,0.58,38.7,13.83
E001588,RG0133,2022,544979,809910,98.29,7.34,93.0,0.58,37.2,13.39
E001589,RG0133,2023,580403,901674,104.2,7.07,93.5,0.62,38.8,14.74
E001590,RG0133,2024,616823,968922,101.49,7.4,93.7,0.63,39.3,13.71
E001591,RG0133,2025,669366,1067864,104.72,7.31,93.8,0.63,39.9,14.33
E001592,RG0133,2026,693111,1156372,106.75,7.7,93.9,0.67,41.7,13.86
E001593,RG0133,2027,771422,1209147,111.74,7.92,94.1,0.68,39.2,14.11
E001594,RG0133,2028,827278,1338184,111.57,7.74,94.2,0.7,40.4,14.41
E001595,RG0133,2029,883022,1383149,117.36,8.75,93.7,0.71,39.2,13.41
E001596,RG0133,2030,941080,1561277,117.12,7.95,93.9,0.75,41.5,14.73
E001597,RG0134,2019,431874,638494,73.29,5.98,93.2,0.54,37.0,12.26
E001598,RG0134,2020,448108,697505,70.7,6.25,92.7,0.56,38.9,11.31
E001599,RG0134,2021,478334,754463,87.54,6.74,92.7,0.59,39.4,12.99
E001600,RG0134,2022,523690,803645,96.88,6.21,93.0,0.58,38.4,15.6
E001601,RG0134,2023,561083,844930,99.59,6.43,93.2,0.62,37.6,15.49
E001602,RG0134,2024,590824,939548,101.06,7.49,93.3,0.64,39.8,13.49
E001603,RG0134,2025,623584,963316,107.35,7.8,93.6,0.65,38.6,13.76
E001604,RG0134,2026,673469,1047600,108.63,7.93,94.0,0.67,38.9,13.7
E001605,RG0134,2027,702735,1130679,110.33,7.46,93.9,0.69,40.2,14.79
E001606,RG0134,2028,762823,1241771,114.39,7.68,94.0,0.69,40.7,14.89
E001607,RG0134,2029,802052,1349576,111.88,8.87,94.0,0.7,42.1,12.61
E001608,RG0134,2030,878566,1455255,117.29,7.98,93.9,0.73,41.4,14.7
E001609,RG0135,2019,424222,655399,73.0,6.76,92.7,0.53,38.6,10.8
E001610,RG0135,2020,445719,697428,68.19,7.01,93.4,0.54,39.1,9.73
E001611,RG0135,2021,487766,738162,84.9,6.62,92.7,0.58,37.8,12.82
E001612,RG0135,2022,506148,803872,100.19,7.27,93.7,0.6,39.7,13.78
E001613,RG0135,2023,553527,865181,101.22,6.81,93.4,0.61,39.1,14.86
E001614,RG0135,2024,577995,942290,101.57,7.48,93.1,0.61,40.8,13.58
E001615,RG0135,2025,639566,1004885,106.83,7.62,93.4,0.64,39.3,14.02
E001616,RG0135,2026,661391,1057145,109.03,7.33,94.1,0.65,40.0,14.87
E001617,RG0135,2027,711894,1169088,108.94,8.34,94.2,0.68,41.1,13.06
E001618,RG0135,2028,762157,1250470,112.59,7.39,94.3,0.7,41.0,15.24
E001619,RG0135,2029,827216,1304441,113.68,8.68,94.0,0.71,39.4,13.1
E001620,RG0135,2030,874630,1396574,118.27,7.99,93.9,0.74,39.9,14.8
E001621,RG0136,2019,430840,637390,75.01,6.18,92.8,0.54,37.0,12.14
E001622,RG0136,2020,449992,707366,66.77,6.09,92.6,0.55,39.3,10.96
E001623,RG0136,2021,484332,729809,83.23,6.23,92.7,0.56,37.7,13.36
E001624,RG0136,2022,514999,785977,97.61,6.28,93.4,0.59,38.2,15.54
E001625,RG0136,2023,548346,852253,101.12,7.69,93.4,0.59,38.9,13.15
E001626,RG0136,2024,588776,911910,104.74,7.8,93.3,0.64,38.7,13.43
E001627,RG0136,2025,630404,1004218,106.14,6.75,93.5,0.63,39.8,15.72
E001628,RG0136,2026,681743,1037067,106.27,8.04,94.1,0.66,38.0,13.22
E001629,RG0136,2027,723144,1160221,111.18,7.35,94.0,0.69,40.1,15.13
E001630,RG0136,2028,773290,1252481,113.23,7.47,93.7,0.7,40.5,15.16
E001631,RG0136,2029,802483,1300815,114.03,8.34,93.6,0.71,40.5,13.67
E001632,RG0136,2030,863287,1448093,116.62,8.66,94.5,0.74,41.9,13.47
E001633,RG0137,2019,427889,648554,73.54,5.84,93.1,0.53,37.9,12.59
E001634,RG0137,2020,458641,703105,68.81,6.69,93.4,0.57,38.3,10.29
E001635,RG0137,2021,478935,728678,82.59,6.08,93.6,0.58,38.0,13.58
E001636,RG0137,2022,524146,811868,99.28,7.32,93.2,0.59,38.7,13.56
E001637,RG0137,2023,560327,831831,100.88,7.23,93.5,0.61,37.1,13.95
E001638,RG0137,2024,588084,934497,105.8,7.19,93.3,0.64,39.7,14.71
E001639,RG0137,2025,627071,981759,102.98,7.61,93.5,0.66,39.1,13.53
E001640,RG0137,2026,667012,1032972,106.27,7.98,93.5,0.66,38.7,13.32
E001641,RG0137,2027,721340,1138506,112.31,7.62,94.3,0.68,39.5,14.74
E001642,RG0137,2028,774233,1245736,114.55,7.52,93.7,0.7,40.2,15.23
E001643,RG0137,2029,805756,1338356,115.32,8.18,94.1,0.71,41.5,14.1
E001644,RG0137,2030,865480,1453485,118.69,8.94,94.1,0.74,42.0,13.28
E001645,RG0138,2019,424335,657929,73.78,6.87,93.2,0.53,38.8,10.74
E001646,RG0138,2020,459953,710508,71.19,6.89,92.9,0.55,38.6,10.33
E001647,RG0138,2021,478562,745215,84.18,6.31,93.6,0.57,38.9,13.34
E001648,RG0138,2022,513005,805165,97.22,7.26,93.0,0.61,39.2,13.39
E001649,RG0138,2023,549805,856808,100.46,6.79,93.3,0.6,39.0,14.8
E001650,RG0138,2024,577387,910198,103.71,6.67,93.2,0.61,39.4,15.55
E001651,RG0138,2025,616526,1001738,102.67,7.19,93.4,0.66,40.6,14.28
E001652,RG0138,2026,682206,1042438,110.23,7.4,93.5,0.67,38.2,14.9
E001653,RG0138,2027,714068,1118470,112.37,7.27,93.7,0.69,39.2,15.46
E001654,RG0138,2028,752887,1259528,110.46,7.74,93.7,0.71,41.8,14.27
E001655,RG0138,2029,815312,1311956,112.47,7.63,94.0,0.73,40.2,14.74
E001656,RG0138,2030,861273,1418150,117.73,7.91,94.5,0.72,41.2,14.88
E001657,RG0139,2019,416207,649860,74.59,6.08,92.8,0.54,39.0,12.27
E001658,RG0139,2020,457976,707478,68.92,6.26,92.9,0.55,38.6,11.01
E001659,RG0139,2021,483237,743013,86.29,6.46,92.7,0.58,38.4,13.36
E001660,RG0139,2022,521712,795745,98.87,7.25,93.4,0.59,38.1,13.64
E001661,RG0139,2023,542320,843227,101.4,6.51,93.2,0.61,38.9,15.58
E001662,RG0139,2024,590463,904789,105.19,7.8,93.9,0.62,38.3,13.49
E001663,RG0139,2025,616127,986943,105.7,7.23,93.8,0.64,40.0,14.62
E001664,RG0139,2026,657556,1081435,110.65,7.63,93.9,0.66,41.1,14.5
E001665,RG0139,2027,705752,1126698,110.7,7.6,94.3,0.67,39.9,14.57
E001666,RG0139,2028,765720,1240501,110.65,7.37,94.0,0.69,40.5,15.01
E001667,RG0139,2029,809761,1279750,116.55,8.78,94.1,0.73,39.5,13.27
E001668,RG0139,2030,879928,1404756,116.29,8.6,94.3,0.74,39.9,13.52
E001669,RG0140,2019,431054,660043,70.8,6.78,93.0,0.55,38.3,10.44
E001670,RG0140,2020,447585,707310,71.25,6.97,93.0,0.55,39.5,10.22
E001671,RG0140,2021,475580,742541,87.48,6.52,92.8,0.56,39.0,13.42
E001672,RG0140,2022,510810,785858,97.11,6.22,93.7,0.58,38.5,15.61
E001673,RG0140,2023,547791,865245,101.86,6.81,93.8,0.62,39.5,14.96
E001674,RG0140,2024,598670,935215,104.47,7.29,93.2,0.63,39.1,14.33
E001675,RG0140,2025,632880,964997,107.14,7.53,93.7,0.64,38.1,14.23
E001676,RG0140,2026,672773,1046077,110.38,8.03,93.9,0.67,38.9,13.75
E001677,RG0140,2027,706575,1145784,110.23,7.37,94.1,0.68,40.5,14.96
E001678,RG0140,2028,778911,1254645,110.31,7.82,93.9,0.69,40.3,14.11
E001679,RG0140,2029,828057,1309168,115.79,8.65,94.3,0.73,39.5,13.39
E001680,RG0140,2030,864256,1431466,117.46,8.11,94.1,0.72,41.4,14.48
E001681,RG0141,2019,551250,853472,72.2,6.46,94.4,0.65,38.7,11.18
E001682,RG0141,2020,593957,914215,67.33,6.48,95.3,0.66,38.5,10.39
E001683,RG0141,2021,646606,984708,85.49,6.69,95.2,0.7,38.1,12.78
E001684,RG0141,2022,704367,1104649,98.58,6.64,94.8,0.72,39.2,14.85
E001685,RG0141,2023,740311,1173772,103.87,6.53,95.2,0.73,39.6,15.91
E001686,RG0141,2024,797492,1297309,101.64,6.33,95.5,0.74,40.7,16.06
E001687,RG0141,2025,846198,1416872,106.84,7.01,95.1,0.75,41.9,15.24
E001688,RG0141,2026,919874,1509161,110.68,6.98,95.8,0.78,41.0,15.86
E001689,RG0141,2027,995752,1638775,108.99,6.87,95.8,0.8,41.1,15.86
E001690,RG0141,2028,1063948,1804394,112.33,8.23,96.1,0.83,42.4,13.65
E001691,RG0141,2029,1155241,1923805,112.97,7.75,96.4,0.84,41.6,14.58
E001692,RG0141,2030,1238921,2078308,119.78,7.55,95.7,0.84,41.9,15.86
E001693,RG0142,2019,549745,835758,75.67,6.0,94.5,0.65,38.0,12.61
E001694,RG0142,2020,589860,934741,71.29,6.48,95.1,0.68,39.6,11.0
E001695,RG0142,2021,641750,983072,84.85,6.03,95.2,0.68,38.3,14.07
E001696,RG0142,2022,688154,1102802,97.46,6.42,94.9,0.72,40.1,15.18
E001697,RG0142,2023,750292,1135379,102.83,6.58,95.5,0.73,37.8,15.63
E001698,RG0142,2024,786594,1266483,102.28,6.4,95.5,0.76,40.3,15.98
E001699,RG0142,2025,855969,1406253,105.96,6.58,95.6,0.76,41.1,16.1
E001700,RG0142,2026,916768,1503580,108.81,7.06,95.2,0.79,41.0,15.41
E001701,RG0142,2027,977227,1634792,112.51,7.49,96.0,0.8,41.8,15.02
E001702,RG0142,2028,1051303,1755528,114.99,8.36,96.2,0.81,41.7,13.75
E001703,RG0142,2029,1165892,1946266,115.56,8.31,95.9,0.85,41.7,13.91
E001704,RG0142,2030,1244288,2115241,115.2,8.45,96.5,0.85,42.5,13.63
E001705,RG0143,2019,558176,838081,73.43,5.58,95.2,0.66,37.5,13.16
E001706,RG0143,2020,595623,923698,69.28,6.68,94.9,0.69,38.8,10.37
E001707,RG0143,2021,643334,1018095,85.61,6.52,94.9,0.69,39.6,13.13
E001708,RG0143,2022,704949,1078842,100.01,7.13,94.9,0.71,38.3,14.03
E001709,RG0143,2023,734906,1144113,103.8,6.81,95.6,0.74,38.9,15.24
E001710,RG0143,2024,809967,1303375,101.55,6.69,95.7,0.76,40.2,15.18
E001711,RG0143,2025,853730,1388194,103.46,7.65,95.8,0.77,40.7,13.52
E001712,RG0143,2026,909430,1503569,106.34,7.34,95.8,0.79,41.3,14.49
E001713,RG0143,2027,987384,1585913,113.1,7.32,95.8,0.79,40.2,15.45
E001714,RG0143,2028,1049630,1754759,110.39,7.53,96.2,0.83,41.8,14.66
E001715,RG0143,2029,1162706,1849912,113.82,8.39,96.2,0.85,39.8,13.57
E001716,RG0143,2030,1235960,2032561,118.58,7.72,96.4,0.84,41.1,15.36
E001717,RG0144,2019,568422,830152,76.16,5.72,94.5,0.67,36.5,13.31
E001718,RG0144,2020,594315,910361,68.82,6.16,95.3,0.67,38.3,11.17
E001719,RG0144,2021,647105,1015488,88.82,6.47,94.5,0.69,39.2,13.73
E001720,RG0144,2022,698823,1048127,100.75,7.03,94.8,0.7,37.5,14.33
E001721,RG0144,2023,752087,1165470,101.96,6.58,94.7,0.72,38.7,15.5
E001722,RG0144,2024,803981,1248439,101.79,6.65,95.8,0.74,38.8,15.31
E001723,RG0144,2025,847106,1386277,104.09,6.48,95.7,0.76,40.9,16.06
E001724,RG0144,2026,923389,1456795,109.75,7.15,95.5,0.78,39.4,15.35
E001725,RG0144,2027,1003154,1623190,113.83,8.19,95.8,0.79,40.5,13.9
E001726,RG0144,2028,1090094,1803734,112.11,7.45,95.5,0.8,41.4,15.05
E001727,RG0144,2029,1128807,1919812,115.13,7.85,95.7,0.85,42.5,14.67
E001728,RG0144,2030,1227859,2114056,114.44,7.6,96.5,0.85,43.0,15.06
E001729,RG0145,2019,564300,820497,72.64,6.4,94.8,0.67,36.4,11.35
E001730,RG0145,2020,594620,933515,68.09,5.85,94.5,0.67,39.2,11.64
E001731,RG0145,2021,643380,972433,84.88,5.83,94.7,0.68,37.8,14.56
E001732,RG0145,2022,683187,1108456,99.32,6.8,94.7,0.7,40.6,14.61
E001733,RG0145,2023,740304,1183635,100.1,7.01,95.3,0.73,40.0,14.28
E001734,RG0145,2024,808241,1234506,101.97,6.64,95.1,0.76,38.2,15.36
E001735,RG0145,2025,861033,1396331,106.74,7.46,95.5,0.75,40.5,14.31
E001736,RG0145,2026,909234,1453198,106.48,8.04,95.4,0.79,40.0,13.24
E001737,RG0145,2027,1003329,1616398,112.03,7.25,95.2,0.81,40.3,15.45
E001738,RG0145,2028,1059018,1780948,115.45,7.34,95.8,0.83,42.0,15.73
E001739,RG0145,2029,1168706,1891135,114.5,7.73,95.8,0.83,40.5,14.81
E001740,RG0145,2030,1244433,2094103,114.76,7.57,96.0,0.84,42.1,15.16
E001741,RG0146,2019,554565,826923,75.72,5.75,94.4,0.65,37.3,13.17
E001742,RG0146,2020,578077,922110,69.08,6.35,94.4,0.66,39.9,10.88
E001743,RG0146,2021,623958,939560,85.38,6.81,95.0,0.7,37.6,12.54
E001744,RG0146,2022,679062,1041797,100.63,7.14,95.0,0.69,38.4,14.09
E001745,RG0146,2023,712473,1153716,102.82,7.02,95.4,0.73,40.5,14.65
E001746,RG0146,2024,770802,1193885,100.96,6.94,95.4,0.74,38.7,14.55
E001747,RG0146,2025,814589,1306496,106.27,6.64,95.1,0.77,40.1,16.0
E001748,RG0146,2026,866606,1435114,106.47,7.0,95.8,0.77,41.4,15.21
E001749,RG0146,2027,951174,1518066,109.42,7.69,96.1,0.79,39.9,14.23
E001750,RG0146,2028,1004757,1608114,112.92,8.34,95.7,0.8,40.0,13.54
E001751,RG0146,2029,1082810,1790159,112.12,7.28,96.0,0.83,41.3,15.4
E001752,RG0146,2030,1139548,1957142,114.92,7.58,96.3,0.86,42.9,15.16
E001753,RG0147,2019,547378,814813,72.58,5.61,94.8,0.65,37.2,12.94
E001754,RG0147,2020,592705,888741,69.06,6.51,94.6,0.67,37.5,10.61
E001755,RG0147,2021,619568,973383,83.14,6.24,94.7,0.68,39.3,13.32
E001756,RG0147,2022,682265,1067952,97.21,6.1,94.8,0.72,39.1,15.94
E001757,RG0147,2023,729401,1125374,101.89,6.06,94.8,0.73,38.6,16.81
E001758,RG0147,2024,755170,1187934,103.48,6.89,95.6,0.76,39.3,15.02
E001759,RG0147,2025,813782,1294206,106.25,7.41,95.3,0.76,39.8,14.34
E001760,RG0147,2026,868647,1429264,108.64,7.64,95.8,0.78,41.1,14.22
E001761,RG0147,2027,938033,1567623,112.24,7.04,95.9,0.8,41.8,15.94
E001762,RG0147,2028,995286,1618739,114.41,7.37,95.5,0.82,40.7,15.52
E001763,RG0147,2029,1080685,1792291,111.74,7.66,95.6,0.82,41.5,14.59
E001764,RG0147,2030,1158778,1871902,118.14,8.56,95.5,0.84,40.4,13.8
E001765,RG0148,2019,538103,848177,70.96,5.31,94.3,0.66,39.4,13.36
E001766,RG0148,2020,594451,872404,70.71,6.79,95.2,0.67,36.7,10.41
E001767,RG0148,2021,634049,983571,87.46,6.97,94.6,0.68,38.8,12.55
E001768,RG0148,2022,657998,1031446,95.72,6.06,95.5,0.71,39.2,15.8
E001769,RG0148,2023,727967,1153929,98.26,6.5,95.6,0.72,39.6,15.12
E001770,RG0148,2024,766887,1249360,102.41,6.77,95.4,0.74,40.7,15.13
E001771,RG0148,2025,834709,1299044,102.56,6.85,95.4,0.76,38.9,14.97
E001772,RG0148,2026,874867,1388673,105.71,6.93,95.4,0.78,39.7,15.25
E001773,RG0148,2027,962956,1504357,112.34,7.6,96.0,0.79,39.1,14.78
E001774,RG0148,2028,1027145,1651486,113.99,7.76,95.4,0.82,40.2,14.69
E001775,RG0148,2029,1097478,1759763,114.63,7.64,95.9,0.84,40.1,15.0
E001776,RG0148,2030,1170394,1899523,116.75,8.33,95.8,0.86,40.6,14.02
E001777,RG0149,2019,549786,811996,70.34,5.65,94.9,0.65,36.9,12.45
E001778,RG0149,2020,583289,896308,69.11,6.54,94.8,0.68,38.4,10.57
E001779,RG0149,2021,620146,989448,84.93,6.43,94.5,0.68,39.9,13.21
E001780,RG0149,2022,682099,1020605,100.76,6.88,94.6,0.7,37.4,14.65
E001781,RG0149,2023,721284,1105427,99.46,6.29,95.5,0.72,38.3,15.81
E001782,RG0149,2024,771533,1217424,105.5,6.48,95.4,0.75,39.4,16.28
E001783,RG0149,2025,830038,1324747,102.82,6.71,95.0,0.77,39.9,15.32
E001784,RG0149,2026,877892,1387685,105.98,6.83,95.6,0.79,39.5,15.52
E001785,RG0149,2027,949546,1483940,110.49,7.16,96.0,0.79,39.1,15.43
E001786,RG0149,2028,1024912,1664913,114.18,7.27,96.0,0.82,40.6,15.71
E001787,RG0149,2029,1080387,1820202,116.08,7.78,96.1,0.83,42.1,14.92
E001788,RG0149,2030,1151139,1863418,114.55,7.95,96.5,0.86,40.5,14.41
E001789,RG0150,2019,548317,832492,75.33,5.99,94.4,0.64,38.0,12.58
E001790,RG0150,2020,579332,911067,67.49,6.37,95.2,0.68,39.3,10.59
E001791,RG0150,2021,616086,953692,87.03,6.19,94.8,0.7,38.7,14.06
E001792,RG0150,2022,666191,1027121,100.15,6.52,94.8,0.69,38.5,15.36
E001793,RG0150,2023,708136,1135247,102.5,7.14,94.9,0.72,40.1,14.36
E001794,RG0150,2024,773168,1179365,103.78,6.68,95.6,0.75,38.1,15.54
E001795,RG0150,2025,820190,1270277,102.73,7.44,95.8,0.76,38.7,13.81
E001796,RG0150,2026,873238,1434298,108.1,7.86,95.6,0.79,41.1,13.75
E001797,RG0150,2027,941874,1530074,110.92,7.17,96.1,0.79,40.6,15.47
E001798,RG0150,2028,1021828,1686250,112.22,7.39,95.5,0.83,41.3,15.19
E001799,RG0150,2029,1073086,1807992,116.52,8.15,95.9,0.84,42.1,14.3
E001800,RG0150,2030,1158974,1964032,117.6,8.64,96.3,0.85,42.4,13.61
E001801,RG0151,2019,555881,835299,74.41,6.39,94.7,0.66,37.6,11.64
E001802,RG0151,2020,587736,899506,71.23,5.66,94.4,0.66,38.3,12.58
E001803,RG0151,2021,654891,997579,84.29,6.98,94.5,0.69,38.1,12.08
E001804,RG0151,2022,680366,1048713,99.27,5.87,94.6,0.7,38.5,16.91
E001805,RG0151,2023,746128,1164212,99.43,7.28,95.1,0.72,39.0,13.66
E001806,RG0151,2024,811765,1260233,102.76,6.84,95.1,0.74,38.8,15.02
E001807,RG0151,2025,856082,1408141,106.04,6.54,95.0,0.76,41.1,16.21
E001808,RG0151,2026,927560,1495312,108.57,7.7,95.4,0.79,40.3,14.1
E001809,RG0151,2027,1013858,1654873,112.86,7.19,95.3,0.8,40.8,15.7
E001810,RG0151,2028,1065628,1728580,115.8,8.39,95.8,0.83,40.6,13.8
E001811,RG0151,2029,1150292,1917514,117.34,8.17,96.2,0.84,41.7,14.36
E001812,RG0151,2030,1222149,2064462,117.72,8.38,95.6,0.87,42.2,14.05
E001813,RG0152,2019,538091,812679,73.62,5.29,94.4,0.67,37.8,13.92
E001814,RG0152,2020,594187,898853,69.5,6.28,94.7,0.68,37.8,11.07
E001815,RG0152,2021,637576,979600,84.26,6.91,95.4,0.7,38.4,12.19
E001816,RG0152,2022,665493,1018915,100.31,6.93,94.7,0.72,38.3,14.47
E001817,RG0152,2023,713128,1138021,102.67,7.33,95.4,0.71,39.9,14.01
E001818,RG0152,2024,777713,1246812,103.69,6.71,95.6,0.73,40.1,15.45
E001819,RG0152,2025,837115,1314556,106.3,7.52,95.0,0.76,39.3,14.14
E001820,RG0152,2026,879915,1374961,109.96,7.28,95.8,0.79,39.1,15.1
E001821,RG0152,2027,941484,1551958,110.9,7.52,95.5,0.79,41.2,14.75
E001822,RG0152,2028,995004,1635499,110.54,8.04,95.7,0.81,41.1,13.75
E001823,RG0152,2029,1069806,1721725,111.98,8.45,96.2,0.83,40.2,13.25
E001824,RG0152,2030,1176479,1877423,115.68,8.73,96.4,0.86,39.9,13.25
E001825,RG0153,2019,555260,834194,73.24,5.62,94.9,0.66,37.6,13.03
E001826,RG0153,2020,589690,869751,67.66,6.56,94.3,0.68,36.9,10.31
E001827,RG0153,2021,636589,967842,86.81,5.94,95.4,0.67,38.0,14.61
E001828,RG0153,2022,676023,1011770,99.51,6.72,95.4,0.69,37.4,14.81
E001829,RG0153,2023,713494,1150751,101.92,6.31,94.7,0.73,40.3,16.15
E001830,RG0153,2024,760383,1206039,105.09,6.69,95.2,0.75,39.7,15.71
E001831,RG0153,2025,811132,1348524,103.99,7.12,95.5,0.75,41.6,14.61
E001832,RG0153,2026,883857,1384798,109.96,7.19,95.7,0.79,39.2,15.29
E001833,RG0153,2027,964410,1525617,111.98,7.8,95.9,0.81,39.5,14.36
E001834,RG0153,2028,1016395,1659633,111.01,7.16,96.1,0.82,40.8,15.5
E001835,RG0153,2029,1068178,1774693,116.54,7.59,95.4,0.84,41.5,15.35
E001836,RG0153,2030,1140208,1941278,118.39,7.94,95.9,0.85,42.6,14.91
E001837,RG0154,2019,541810,851123,71.68,5.75,95.1,0.66,39.3,12.47
E001838,RG0154,2020,582736,885815,67.2,5.64,95.2,0.66,38.0,11.91
E001839,RG0154,2021,621044,960890,84.72,6.14,95.1,0.69,38.7,13.8
E001840,RG0154,2022,660457,1058419,97.93,6.35,94.9,0.69,40.1,15.42
E001841,RG0154,2023,724274,1113231,102.91,6.72,95.1,0.72,38.4,15.31
E001842,RG0154,2024,779959,1240769,102.25,6.71,94.8,0.73,39.8,15.24
E001843,RG0154,2025,809051,1273848,107.49,7.05,95.7,0.75,39.4,15.25
E001844,RG0154,2026,891091,1398824,108.49,7.67,95.1,0.78,39.2,14.14
E001845,RG0154,2027,929599,1507992,112.54,8.14,95.2,0.81,40.6,13.83
E001846,RG0154,2028,1001747,1680921,111.27,8.43,96.2,0.82,41.9,13.2
E001847,RG0154,2029,1081930,1759855,112.71,8.08,95.8,0.84,40.7,13.95
E001848,RG0154,2030,1164203,1912567,117.46,7.78,96.5,0.85,41.1,15.1
E001849,RG0155,2019,377047,567473,72.08,6.83,91.7,0.48,37.6,10.55
E001850,RG0155,2020,402005,597065,69.67,6.62,91.7,0.49,37.1,10.52
E001851,RG0155,2021,422365,643889,82.91,7.29,92.3,0.51,38.1,11.37
E001852,RG0155,2022,453523,698724,100.45,6.74,92.6,0.54,38.5,14.9
E001853,RG0155,2023,472743,755015,101.14,6.51,92.1,0.56,39.9,15.54
E001854,RG0155,2024,506425,809846,103.83,7.02,92.7,0.58,40.0,14.79
E001855,RG0155,2025,534228,859548,102.51,7.4,92.5,0.58,40.2,13.85
E001856,RG0155,2026,588544,891388,110.15,8.1,92.7,0.62,37.9,13.6
E001857,RG0155,2027,619610,982917,112.53,7.15,93.5,0.62,39.7,15.74
E001858,RG0155,2028,653903,1025567,110.32,8.62,92.8,0.64,39.2,12.8
E001859,RG0155,2029,708180,1133935,112.53,8.48,93.5,0.67,40.0,13.27
E001860,RG0155,2030,759725,1187029,115.29,8.8,93.2,0.67,39.1,13.1
E001861,RG0156,2019,374995,568322,71.11,6.01,91.7,0.48,37.9,11.83
E001862,RG0156,2020,402070,610872,68.36,6.08,92.4,0.49,38.0,11.24
E001863,RG0156,2021,426966,633598,85.3,6.12,92.4,0.53,37.1,13.94
E001864,RG0156,2022,444024,701517,97.52,6.84,92.3,0.53,39.5,14.26
E001865,RG0156,2023,478819,758090,102.41,6.67,92.7,0.56,39.6,15.35
E001866,RG0156,2024,499468,778791,103.07,7.28,92.7,0.58,39.0,14.16
E001867,RG0156,2025,551319,850427,107.6,7.64,92.6,0.58,38.6,14.08
E001868,RG0156,2026,579146,891549,105.29,7.15,93.2,0.6,38.5,14.73
E001869,RG0156,2027,625649,971012,111.03,7.25,93.4,0.62,38.8,15.31
E001870,RG0156,2028,661415,1050880,109.88,7.74,92.7,0.65,39.7,14.2
E001871,RG0156,2029,703458,1140809,113.49,8.75,93.3,0.67,40.5,12.97
E001872,RG0156,2030,742523,1200384,113.28,8.21,93.3,0.67,40.4,13.8
E001873,RG0157,2019,376848,554268,74.33,6.67,91.8,0.48,36.8,11.14
E001874,RG0157,2020,386968,583021,69.61,6.26,92.1,0.51,37.7,11.12
E001875,RG0157,2021,427143,650818,83.93,6.08,92.4,0.52,38.1,13.8
E001876,RG0157,2022,451756,675846,97.72,6.59,92.8,0.55,37.4,14.83
E001877,RG0157,2023,485816,748666,103.63,6.59,92.1,0.56,38.5,15.73
E001878,RG0157,2024,517305,814499,105.78,7.59,92.7,0.59,39.4,13.94
E001879,RG0157,2025,552185,871503,107.31,8.08,92.3,0.58,39.5,13.28
E001880,RG0157,2026,567209,893221,108.7,7.31,92.6,0.61,39.4,14.87
E001881,RG0157,2027,623397,976839,108.88,7.92,92.6,0.63,39.2,13.75
E001882,RG0157,2028,652606,1058475,111.44,8.26,93.6,0.64,40.5,13.49
E001883,RG0157,2029,691179,1094765,116.37,7.72,93.7,0.65,39.6,15.07
E001884,RG0157,2030,737807,1170746,115.99,8.87,93.1,0.69,39.7,13.08
E001885,RG0158,2019,380074,552605,74.06,5.88,92.2,0.49,36.3,12.6
E001886,RG0158,2020,396758,620140,67.68,6.08,92.4,0.5,39.1,11.13
E001887,RG0158,2021,425454,645411,85.92,6.8,91.8,0.52,37.9,12.64
E001888,RG0158,2022,459125,710499,98.73,6.62,91.9,0.54,38.7,14.91
E001889,RG0158,2023,488130,780958,102.91,7.13,92.1,0.55,40.0,14.43
E001890,RG0158,2024,530286,831424,104.27,7.61,92.7,0.57,39.2,13.7
E001891,RG0158,2025,554462,867565,105.77,7.52,92.7,0.59,39.1,14.07
E001892,RG0158,2026,606929,935734,107.96,8.04,93.0,0.63,38.5,13.43
