env_id,region_id,year,aqi_score,co2_target_pct,pollution_level,carbon_intensity,green_transition_priority
ENV000821,RG0069,2023,123.0,24.8,High,0.61,42.1
ENV000822,RG0069,2024,121.7,26.5,High,0.61,42.5
ENV000823,RG0069,2025,119.2,28.2,High,0.61,42.6
ENV000824,RG0069,2026,121.0,29.9,High,0.61,43.6
ENV000825,RG0069,2027,114.9,31.6,High,0.61,43.0
ENV000826,RG0069,2028,122.7,33.3,High,0.61,45.1
ENV000827,RG0069,2029,121.7,35.0,High,0.61,45.5
ENV000828,RG0069,2030,116.2,36.7,High,0.61,45.1
ENV000829,RG0070,2019,123.5,18.0,High,0.61,39.8
ENV000830,RG0070,2020,121.6,19.7,High,0.61,40.1
ENV000831,RG0070,2021,129.3,21.4,High,0.61,42.1
ENV000832,RG0070,2022,121.0,23.1,High,0.61,41.2
ENV000833,RG0070,2023,127.9,24.8,High,0.61,43.0
ENV000834,RG0070,2024,120.3,26.5,High,0.61,42.2
ENV000835,RG0070,2025,114.1,28.2,High,0.61,41.7
ENV000836,RG0070,2026,117.1,29.9,High,0.61,42.8
ENV000837,RG0070,2027,118.7,31.6,High,0.61,43.7
ENV000838,RG0070,2028,112.5,33.3,High,0.61,43.2
ENV000839,RG0070,2029,116.5,35.0,High,0.61,44.5
ENV000840,RG0070,2030,118.3,36.7,High,0.61,45.5
ENV000841,RG0071,2019,97.1,18.0,Moderate,0.46,32.3
ENV000842,RG0071,2020,93.1,19.7,Moderate,0.46,32.2
ENV000843,RG0071,2021,84.6,21.4,Moderate,0.46,31.2
ENV000844,RG0071,2022,90.3,23.1,Moderate,0.46,32.9
ENV000845,RG0071,2023,82.7,24.8,Moderate,0.46,32.1
ENV000846,RG0071,2024,88.1,26.5,Moderate,0.46,33.7
ENV000847,RG0071,2025,83.5,28.2,Moderate,0.46,33.4
ENV000848,RG0071,2026,80.0,29.9,Moderate,0.46,33.4
ENV000849,RG0071,2027,82.3,31.6,Moderate,0.46,34.4
ENV000850,RG0071,2028,87.6,33.3,Moderate,0.46,36.0
ENV000851,RG0071,2029,85.5,35.0,Moderate,0.46,36.2
ENV000852,RG0071,2030,72.5,36.7,Moderate,0.46,34.4
ENV000853,RG0072,2019,82.1,18.0,Moderate,0.46,29.6
ENV000854,RG0072,2020,72.7,19.7,Moderate,0.46,28.4
ENV000855,RG0072,2021,79.0,21.4,Moderate,0.46,30.2
ENV000856,RG0072,2022,78.4,23.1,Moderate,0.46,30.7
ENV000857,RG0072,2023,67.6,24.8,Moderate,0.46,29.3
ENV000858,RG0072,2024,71.5,26.5,Moderate,0.46,30.6
ENV000859,RG0072,2025,70.4,28.2,Moderate,0.46,31.0
ENV000860,RG0072,2026,74.3,29.9,Moderate,0.46,32.3
ENV000861,RG0072,2027,67.6,31.6,Moderate,0.46,31.7
ENV000862,RG0072,2028,72.8,33.3,Moderate,0.46,33.2
ENV000863,RG0072,2029,67.8,35.0,Moderate,0.46,32.9
ENV000864,RG0072,2030,63.4,36.7,Moderate,0.46,32.7
ENV000865,RG0073,2019,79.7,18.0,Moderate,0.46,29.1
ENV000866,RG0073,2020,79.8,19.7,Moderate,0.46,29.7
ENV000867,RG0073,2021,77.3,21.4,Moderate,0.46,29.9
ENV000868,RG0073,2022,80.1,23.1,Moderate,0.46,31.0
ENV000869,RG0073,2023,70.2,24.8,Moderate,0.46,29.8
ENV000870,RG0073,2024,73.5,26.5,Moderate,0.46,31.0
ENV000871,RG0073,2025,74.4,28.2,Moderate,0.46,31.7
ENV000872,RG0073,2026,65.0,29.9,Moderate,0.46,30.6
ENV000873,RG0073,2027,67.0,31.6,Moderate,0.46,31.6
ENV000874,RG0073,2028,65.3,33.3,Moderate,0.46,31.8
ENV000875,RG0073,2029,75.0,35.0,Moderate,0.46,34.2
ENV000876,RG0073,2030,62.6,36.7,Moderate,0.46,32.5
ENV000877,RG0074,2019,71.5,18.0,Moderate,0.46,27.6
ENV000878,RG0074,2020,73.8,19.7,Moderate,0.46,28.6
ENV000879,RG0074,2021,82.0,21.4,Moderate,0.46,30.7
ENV000880,RG0074,2022,76.6,23.1,Moderate,0.46,30.3
ENV000881,RG0074,2023,81.1,24.8,Moderate,0.46,31.8
ENV000882,RG0074,2024,71.8,26.5,Moderate,0.46,30.6
ENV000883,RG0074,2025,66.1,28.2,Moderate,0.46,30.2
ENV000884,RG0074,2026,70.4,29.9,Moderate,0.46,31.6
ENV000885,RG0074,2027,77.5,31.6,Moderate,0.46,33.5
ENV000886,RG0074,2028,75.3,33.3,Moderate,0.46,33.7
ENV000887,RG0074,2029,64.3,35.0,Moderate,0.46,32.3
ENV000888,RG0074,2030,69.0,36.7,Moderate,0.46,33.7
ENV000889,RG0075,2019,39.1,63.0,Low,0.34,35.4
ENV000890,RG0075,2020,33.4,64.7,Low,0.34,34.9
ENV000891,RG0075,2021,44.5,66.4,Low,0.34,37.6
ENV000892,RG0075,2022,44.3,68.1,Low,0.34,38.2
ENV000893,RG0075,2023,40.4,69.8,Low,0.34,38.0
ENV000894,RG0075,2024,41.6,71.5,Low,0.34,38.9
ENV000895,RG0075,2025,33.7,73.2,Low,0.34,38.0
ENV000896,RG0075,2026,32.5,74.9,Low,0.34,38.4
ENV000897,RG0075,2027,42.2,76.6,Low,0.34,40.8
ENV000898,RG0075,2028,29.9,78.3,Low,0.34,39.1
ENV000899,RG0075,2029,35.5,80.0,Low,0.34,40.7
ENV000900,RG0075,2030,30.3,81.7,Low,0.34,40.4
ENV000901,RG0076,2019,40.3,63.0,Low,0.34,35.6
ENV000902,RG0076,2020,36.2,64.7,Low,0.34,35.5
ENV000903,RG0076,2021,40.6,66.4,Low,0.34,36.9
ENV000904,RG0076,2022,33.9,68.1,Low,0.34,36.2
ENV000905,RG0076,2023,42.4,69.8,Low,0.34,38.4
ENV000906,RG0076,2024,34.9,71.5,Low,0.34,37.6
ENV000907,RG0076,2025,29.4,73.2,Low,0.34,37.2
ENV000908,RG0076,2026,38.8,74.9,Low,0.34,39.5
ENV000909,RG0076,2027,33.8,76.6,Low,0.34,39.2
ENV000910,RG0076,2028,37.6,78.3,Low,0.34,40.5
ENV000911,RG0076,2029,30.6,80.0,Low,0.34,39.8
ENV000912,RG0076,2030,31.0,81.7,Low,0.34,40.5
ENV000913,RG0077,2019,37.9,63.0,Low,0.34,35.2
ENV000914,RG0077,2020,32.3,64.7,Low,0.34,34.7
ENV000915,RG0077,2021,42.0,66.4,Low,0.34,37.1
ENV000916,RG0077,2022,32.3,68.1,Low,0.34,35.9
ENV000917,RG0077,2023,42.2,69.8,Low,0.34,38.4
ENV000918,RG0077,2024,39.6,71.5,Low,0.34,38.5
ENV000919,RG0077,2025,31.5,73.2,Low,0.34,37.6
ENV000920,RG0077,2026,36.2,74.9,Low,0.34,39.1
ENV000921,RG0077,2027,31.3,76.6,Low,0.34,38.7
ENV000922,RG0077,2028,35.4,78.3,Low,0.34,40.1
ENV000923,RG0077,2029,37.6,80.0,Low,0.34,41.1
ENV000924,RG0077,2030,31.3,81.7,Low,0.34,40.5
ENV000925,RG0078,2019,35.1,63.0,Low,0.34,34.6
ENV000926,RG0078,2020,39.4,64.7,Low,0.34,36.0
ENV000927,RG0078,2021,42.6,66.4,Low,0.34,37.2
ENV000928,RG0078,2022,43.8,68.1,Low,0.34,38.1
ENV000929,RG0078,2023,38.2,69.8,Low,0.34,37.6
ENV000930,RG0078,2024,30.8,71.5,Low,0.34,36.9
ENV000931,RG0078,2025,40.4,73.2,Low,0.34,39.2
ENV000932,RG0078,2026,35.2,74.9,Low,0.34,38.9
ENV000933,RG0078,2027,32.5,76.6,Low,0.34,39.0
ENV000934,RG0078,2028,28.5,78.3,Low,0.34,38.8
ENV000935,RG0078,2029,36.2,80.0,Low,0.34,40.9
ENV000936,RG0078,2030,30.3,81.7,Low,0.34,40.4
ENV000937,RG0079,2019,60.3,21.0,Moderate,0.34,24.5
ENV000938,RG0079,2020,64.1,22.7,Moderate,0.34,25.8
ENV000939,RG0079,2021,58.4,24.4,Low,0.34,25.3
ENV000940,RG0079,2022,62.2,26.1,Moderate,0.34,26.6
ENV000941,RG0079,2023,67.5,27.8,Moderate,0.34,28.2
ENV000942,RG0079,2024,59.2,29.5,Low,0.34,27.3
ENV000943,RG0079,2025,56.1,31.2,Low,0.34,27.3
ENV000944,RG0079,2026,60.2,32.9,Moderate,0.34,28.7
ENV000945,RG0079,2027,63.3,34.6,Moderate,0.34,29.8
ENV000946,RG0079,2028,64.8,36.3,Moderate,0.34,30.7
ENV000947,RG0079,2029,56.7,38.0,Low,0.34,29.8
ENV000948,RG0079,2030,62.7,39.7,Moderate,0.34,31.5
ENV000949,RG0080,2019,67.0,21.0,Moderate,0.34,25.7
ENV000950,RG0080,2020,66.7,22.7,Moderate,0.34,26.3
ENV000951,RG0080,2021,67.4,24.4,Moderate,0.34,27.0
ENV000952,RG0080,2022,66.8,26.1,Moderate,0.34,27.5
ENV000953,RG0080,2023,67.8,27.8,Moderate,0.34,28.3
ENV000954,RG0080,2024,62.5,29.5,Moderate,0.34,27.9
ENV000955,RG0080,2025,55.5,31.2,Low,0.34,27.2
ENV000956,RG0080,2026,62.8,32.9,Moderate,0.34,29.2
ENV000957,RG0080,2027,58.5,34.6,Low,0.34,29.0
ENV000958,RG0080,2028,56.8,36.3,Low,0.34,29.2
ENV000959,RG0080,2029,58.4,38.0,Low,0.34,30.1
ENV000960,RG0080,2030,59.3,39.7,Low,0.34,30.9
ENV000961,RG0081,2019,35.1,63.0,Low,0.34,34.6
ENV000962,RG0081,2020,38.6,64.7,Low,0.34,35.9
ENV000963,RG0081,2021,40.4,66.4,Low,0.34,36.8
ENV000964,RG0081,2022,40.2,68.1,Low,0.34,37.4
ENV000965,RG0081,2023,34.5,69.8,Low,0.34,36.9
ENV000966,RG0081,2024,34.1,71.5,Low,0.34,37.5
ENV000967,RG0081,2025,38.1,73.2,Low,0.34,38.8
ENV000968,RG0081,2026,29.4,74.9,Low,0.34,37.8
ENV000969,RG0081,2027,37.5,76.6,Low,0.34,39.9
ENV000970,RG0081,2028,38.5,78.3,Low,0.34,40.7
ENV000971,RG0081,2029,31.7,80.0,Low,0.34,40.0
ENV000972,RG0081,2030,33.3,81.7,Low,0.34,40.9
ENV000973,RG0082,2019,60.8,21.0,Moderate,0.34,24.6
ENV000974,RG0082,2020,59.9,22.7,Low,0.34,25.0
ENV000975,RG0082,2021,57.7,24.4,Low,0.34,25.2
ENV000976,RG0082,2022,70.0,26.1,Moderate,0.34,28.1
ENV000977,RG0082,2023,65.1,27.8,Moderate,0.34,27.8
ENV000978,RG0082,2024,55.6,29.5,Low,0.34,26.6
ENV000979,RG0082,2025,55.3,31.2,Low,0.34,27.2
ENV000980,RG0082,2026,64.5,32.9,Moderate,0.34,29.5
ENV000981,RG0082,2027,54.0,34.6,Low,0.34,28.1
ENV000982,RG0082,2028,58.1,36.3,Low,0.34,29.5
ENV000983,RG0082,2029,62.6,38.0,Moderate,0.34,30.9
ENV000984,RG0082,2030,51.2,39.7,Low,0.34,29.4
ENV000985,RG0083,2019,62.9,21.0,Moderate,0.34,25.0
ENV000986,RG0083,2020,65.1,22.7,Moderate,0.34,26.0
ENV000987,RG0083,2021,66.7,24.4,Moderate,0.34,26.9
ENV000988,RG0083,2022,64.6,26.1,Moderate,0.34,27.1
ENV000989,RG0083,2023,68.8,27.8,Moderate,0.34,28.5
ENV000990,RG0083,2024,68.7,29.5,Moderate,0.34,29.0
ENV000991,RG0083,2025,65.0,31.2,Moderate,0.34,29.0
ENV000992,RG0083,2026,57.6,32.9,Low,0.34,28.2
ENV000993,RG0083,2027,64.8,34.6,Moderate,0.34,30.1
ENV000994,RG0083,2028,54.1,36.3,Low,0.34,28.7
ENV000995,RG0083,2029,58.4,38.0,Low,0.34,30.1
ENV000996,RG0083,2030,60.6,39.7,Moderate,0.34,31.1
ENV000997,RG0084,2019,65.0,21.0,Moderate,0.34,25.4
ENV000998,RG0084,2020,70.4,22.7,Moderate,0.34,27.0
ENV000999,RG0084,2021,57.6,24.4,Low,0.34,25.2
ENV001000,RG0084,2022,63.7,26.1,Moderate,0.34,26.9
ENV001001,RG0084,2023,59.6,27.8,Low,0.34,26.8
ENV001002,RG0084,2024,68.5,29.5,Moderate,0.34,29.0
ENV001003,RG0084,2025,54.7,31.2,Low,0.34,27.1
ENV001004,RG0084,2026,56.3,32.9,Low,0.34,28.0
ENV001005,RG0084,2027,60.7,34.6,Moderate,0.34,29.4
ENV001006,RG0084,2028,59.1,36.3,Low,0.34,29.7
ENV001007,RG0084,2029,54.5,38.0,Low,0.34,29.4
ENV001008,RG0084,2030,64.5,39.7,Moderate,0.34,31.9
ENV001009,RG0085,2019,70.9,21.0,Moderate,0.34,26.5
ENV001010,RG0085,2020,59.3,22.7,Low,0.34,24.9
ENV001011,RG0085,2021,57.6,24.4,Low,0.34,25.2
ENV001012,RG0085,2022,56.9,26.1,Low,0.34,25.7
ENV001013,RG0085,2023,55.8,27.8,Low,0.34,26.1
ENV001014,RG0085,2024,57.4,29.5,Low,0.34,27.0
ENV001015,RG0085,2025,60.3,31.2,Moderate,0.34,28.1
ENV001016,RG0085,2026,55.6,32.9,Low,0.34,27.8
ENV001017,RG0085,2027,62.5,34.6,Moderate,0.34,29.7
ENV001018,RG0085,2028,52.1,36.3,Low,0.34,28.4
ENV001019,RG0085,2029,56.7,38.0,Low,0.34,29.8
ENV001020,RG0085,2030,60.2,39.7,Moderate,0.34,31.1
ENV001021,RG0086,2019,59.3,21.0,Low,0.34,24.3
ENV001022,RG0086,2020,61.1,22.7,Moderate,0.34,25.2
ENV001023,RG0086,2021,63.0,24.4,Moderate,0.34,26.2
ENV001024,RG0086,2022,58.2,26.1,Low,0.34,25.9
ENV001025,RG0086,2023,68.2,27.8,Moderate,0.34,28.4
ENV001026,RG0086,2024,68.2,29.5,Moderate,0.34,29.0
ENV001027,RG0086,2025,64.9,31.2,Moderate,0.34,28.9
ENV001028,RG0086,2026,53.7,32.9,Low,0.34,27.5
ENV001029,RG0086,2027,55.6,34.6,Low,0.34,28.4
ENV001030,RG0086,2028,61.4,36.3,Moderate,0.34,30.1
ENV001031,RG0086,2029,57.3,38.0,Low,0.34,29.9
ENV001032,RG0086,2030,55.4,39.7,Low,0.34,30.2
ENV001033,RG0087,2019,72.1,21.0,Moderate,0.34,26.7
ENV001034,RG0087,2020,63.7,22.7,Moderate,0.34,25.7
ENV001035,RG0087,2021,57.4,24.4,Low,0.34,25.2
ENV001036,RG0087,2022,59.3,26.1,Low,0.34,26.1
ENV001037,RG0087,2023,56.5,27.8,Low,0.34,26.2
ENV001038,RG0087,2024,58.6,29.5,Low,0.34,27.2
ENV001039,RG0087,2025,63.2,31.2,Moderate,0.34,28.6
ENV001040,RG0087,2026,57.0,32.9,Low,0.34,28.1
ENV001041,RG0087,2027,60.8,34.6,Moderate,0.34,29.4
ENV001042,RG0087,2028,55.2,36.3,Low,0.34,28.9
ENV001043,RG0087,2029,51.4,38.0,Low,0.34,28.8
ENV001044,RG0087,2030,53.4,39.7,Low,0.34,29.8
ENV001045,RG0088,2019,121.0,18.0,High,0.43,36.2
ENV001046,RG0088,2020,125.4,19.7,High,0.43,37.7
ENV001047,RG0088,2021,123.3,21.4,High,0.43,37.9
ENV001048,RG0088,2022,127.0,23.1,High,0.43,39.1
ENV001049,RG0088,2023,125.1,24.8,High,0.43,39.4
ENV001050,RG0088,2024,124.2,26.5,High,0.43,39.8
ENV001051,RG0088,2025,110.7,28.2,High,0.43,37.9
ENV001052,RG0088,2026,116.0,29.9,High,0.43,39.5
ENV001053,RG0088,2027,114.0,31.6,High,0.43,39.7
ENV001054,RG0088,2028,108.5,33.3,High,0.43,39.3
ENV001055,RG0088,2029,113.1,35.0,High,0.43,40.8
ENV001056,RG0088,2030,110.7,36.7,High,0.43,40.9
ENV001057,RG0089,2019,125.4,18.0,High,0.43,37.1
ENV001058,RG0089,2020,122.2,19.7,High,0.43,37.1
ENV001059,RG0089,2021,126.4,21.4,High,0.43,38.4
ENV001060,RG0089,2022,120.8,23.1,High,0.43,38.0
ENV001061,RG0089,2023,112.9,24.8,High,0.43,37.1
ENV001062,RG0089,2024,112.4,26.5,High,0.43,37.6
ENV001063,RG0089,2025,122.1,28.2,High,0.43,40.0
ENV001064,RG0089,2026,109.6,29.9,High,0.43,38.3
ENV001065,RG0089,2027,109.1,31.6,High,0.43,38.8
ENV001066,RG0089,2028,112.7,33.3,High,0.43,40.1
ENV001067,RG0089,2029,115.4,35.0,High,0.43,41.2
ENV001068,RG0089,2030,112.3,36.7,High,0.43,41.2
ENV001069,RG0090,2019,117.3,18.0,High,0.43,35.6
ENV001070,RG0090,2020,114.6,19.7,High,0.43,35.7
ENV001071,RG0090,2021,115.3,21.4,High,0.43,36.4
ENV001072,RG0090,2022,110.1,23.1,High,0.43,36.0
ENV001073,RG0090,2023,101.7,24.8,High,0.43,35.1
ENV001074,RG0090,2024,106.1,26.5,High,0.43,36.5
ENV001075,RG0090,2025,112.7,28.2,High,0.43,38.3
ENV001076,RG0090,2026,99.4,29.9,Moderate,0.43,36.4
ENV001077,RG0090,2027,110.8,31.6,High,0.43,39.1
ENV001078,RG0090,2028,103.5,33.3,High,0.43,38.4
ENV001079,RG0090,2029,100.6,35.0,High,0.43,38.5
ENV001080,RG0090,2030,102.5,36.7,High,0.43,39.4
ENV001081,RG0091,2019,108.2,18.0,High,0.43,33.9
ENV001082,RG0091,2020,114.8,19.7,High,0.43,35.7
ENV001083,RG0091,2021,114.4,21.4,High,0.43,36.2
ENV001084,RG0091,2022,107.5,23.1,High,0.43,35.5
ENV001085,RG0091,2023,111.8,24.8,High,0.43,36.9
ENV001086,RG0091,2024,111.0,26.5,High,0.43,37.4
ENV001087,RG0091,2025,109.1,28.2,High,0.43,37.6
ENV001088,RG0091,2026,104.1,29.9,High,0.43,37.3
ENV001089,RG0091,2027,108.8,31.6,High,0.43,38.8
ENV001090,RG0091,2028,99.2,33.3,Moderate,0.43,37.6
ENV001091,RG0091,2029,103.2,35.0,High,0.43,38.9
ENV001092,RG0091,2030,101.0,36.7,High,0.43,39.1
ENV001093,RG0092,2019,110.0,18.0,High,0.43,34.2
ENV001094,RG0092,2020,114.0,19.7,High,0.43,35.5
ENV001095,RG0092,2021,111.6,21.4,High,0.43,35.7
ENV001096,RG0092,2022,103.9,23.1,High,0.43,34.9
ENV001097,RG0092,2023,111.3,24.8,High,0.43,36.8
ENV001098,RG0092,2024,107.7,26.5,High,0.43,36.8
ENV001099,RG0092,2025,107.7,28.2,High,0.43,37.4
ENV001100,RG0092,2026,110.8,29.9,High,0.43,38.5
ENV001101,RG0092,2027,101.4,31.6,High,0.43,37.4
ENV001102,RG0092,2028,101.9,33.3,High,0.43,38.1
ENV001103,RG0092,2029,105.2,35.0,High,0.43,39.3
ENV001104,RG0092,2030,103.5,36.7,High,0.43,39.6
ENV001105,RG0093,2019,114.7,18.0,High,0.43,35.1
ENV001106,RG0093,2020,106.5,19.7,High,0.43,34.2
ENV001107,RG0093,2021,115.6,21.4,High,0.43,36.4
ENV001108,RG0093,2022,115.3,23.1,High,0.43,37.0
ENV001109,RG0093,2023,111.5,24.8,High,0.43,36.9
ENV001110,RG0093,2024,106.3,26.5,High,0.43,36.5
ENV001111,RG0093,2025,98.9,28.2,Moderate,0.43,35.7
ENV001112,RG0093,2026,105.4,29.9,High,0.43,37.5
ENV001113,RG0093,2027,103.8,31.6,High,0.43,37.9
ENV001114,RG0093,2028,108.8,33.3,High,0.43,39.4
ENV001115,RG0093,2029,105.6,35.0,High,0.43,39.4
ENV001116,RG0093,2030,106.7,36.7,High,0.43,40.2
ENV001117,RG0094,2019,114.9,18.0,High,0.43,35.1
ENV001118,RG0094,2020,104.4,19.7,High,0.43,33.8
ENV001119,RG0094,2021,106.9,21.4,High,0.43,34.8
ENV001120,RG0094,2022,114.5,23.1,High,0.43,36.8
ENV001121,RG0094,2023,106.5,24.8,High,0.43,36.0
ENV001122,RG0094,2024,110.0,26.5,High,0.43,37.2
ENV001123,RG0094,2025,107.2,28.2,High,0.43,37.3
ENV001124,RG0094,2026,104.2,29.9,High,0.43,37.3
ENV001125,RG0094,2027,99.2,31.6,Moderate,0.43,37.0
ENV001126,RG0094,2028,96.6,33.3,Moderate,0.43,37.1
ENV001127,RG0094,2029,98.0,35.0,Moderate,0.43,38.0
ENV001128,RG0094,2030,107.6,36.7,High,0.43,40.4
ENV001129,RG0095,2019,113.2,18.0,High,0.43,34.8
ENV001130,RG0095,2020,111.2,19.7,High,0.43,35.0
ENV001131,RG0095,2021,113.7,21.4,High,0.43,36.1
ENV001132,RG0095,2022,105.3,23.1,High,0.43,35.1
ENV001133,RG0095,2023,110.0,24.8,High,0.43,36.6
ENV001134,RG0095,2024,100.1,26.5,High,0.43,35.4
ENV001135,RG0095,2025,99.9,28.2,Moderate,0.43,35.9
ENV001136,RG0095,2026,99.9,29.9,Moderate,0.43,36.5
ENV001137,RG0095,2027,104.6,31.6,High,0.43,38.0
ENV001138,RG0095,2028,103.0,33.3,High,0.43,38.3
ENV001139,RG0095,2029,107.0,35.0,High,0.43,39.6
ENV001140,RG0095,2030,95.7,36.7,Moderate,0.43,38.2
ENV001141,RG0096,2019,91.9,18.0,Moderate,0.51,32.2
ENV001142,RG0096,2020,95.9,19.7,Moderate,0.51,33.6
ENV001143,RG0096,2021,91.6,21.4,Moderate,0.51,33.4
ENV001144,RG0096,2022,89.7,23.1,Moderate,0.51,33.6
ENV001145,RG0096,2023,96.1,24.8,Moderate,0.51,35.4
ENV001146,RG0096,2024,89.3,26.5,Moderate,0.51,34.8
ENV001147,RG0096,2025,85.7,28.2,Moderate,0.51,34.7
ENV001148,RG0096,2026,95.1,29.9,Moderate,0.51,37.0
ENV001149,RG0096,2027,82.8,31.6,Moderate,0.51,35.4
ENV001150,RG0096,2028,88.5,33.3,Moderate,0.51,37.0
ENV001151,RG0096,2029,90.3,35.0,Moderate,0.51,37.9
ENV001152,RG0096,2030,83.0,36.7,Moderate,0.51,37.2
ENV001153,RG0097,2019,96.5,18.0,Moderate,0.51,33.1
ENV001154,RG0097,2020,93.4,19.7,Moderate,0.51,33.1
ENV001155,RG0097,2021,95.8,21.4,Moderate,0.51,34.2
ENV001156,RG0097,2022,99.7,23.1,Moderate,0.51,35.5
ENV001157,RG0097,2023,87.8,24.8,Moderate,0.51,33.9
ENV001158,RG0097,2024,94.9,26.5,Moderate,0.51,35.8
ENV001159,RG0097,2025,93.3,28.2,Moderate,0.51,36.1
ENV001160,RG0097,2026,84.9,29.9,Moderate,0.51,35.1
ENV001161,RG0097,2027,83.1,31.6,Moderate,0.51,35.4
ENV001162,RG0097,2028,86.9,33.3,Moderate,0.51,36.7
ENV001163,RG0097,2029,93.6,35.0,Moderate,0.51,38.6
ENV001164,RG0097,2030,89.9,36.7,Moderate,0.51,38.5
ENV001165,RG0098,2019,103.5,18.0,High,0.51,34.4
ENV001166,RG0098,2020,91.9,19.7,Moderate,0.51,32.8
ENV001167,RG0098,2021,90.5,21.4,Moderate,0.51,33.2
ENV001168,RG0098,2022,88.2,23.1,Moderate,0.51,33.4
ENV001169,RG0098,2023,88.3,24.8,Moderate,0.51,34.0
ENV001170,RG0098,2024,91.5,26.5,Moderate,0.51,35.2
ENV001171,RG0098,2025,93.6,28.2,Moderate,0.51,36.2
ENV001172,RG0098,2026,94.5,29.9,Moderate,0.51,36.9
ENV001173,RG0098,2027,94.3,31.6,Moderate,0.51,37.5
ENV001174,RG0098,2028,93.3,33.3,Moderate,0.51,37.9
ENV001175,RG0098,2029,86.0,35.0,Moderate,0.51,37.1
ENV001176,RG0098,2030,90.4,36.7,Moderate,0.51,38.6
ENV001177,RG0099,2019,95.7,18.0,Moderate,0.51,32.9
ENV001178,RG0099,2020,91.5,19.7,Moderate,0.51,32.8
ENV001179,RG0099,2021,88.7,21.4,Moderate,0.51,32.8
ENV001180,RG0099,2022,87.7,23.1,Moderate,0.51,33.3
ENV001181,RG0099,2023,92.9,24.8,Moderate,0.51,34.8
ENV001182,RG0099,2024,94.1,26.5,Moderate,0.51,35.6
ENV001183,RG0099,2025,85.1,28.2,Moderate,0.51,34.6
ENV001184,RG0099,2026,87.3,29.9,Moderate,0.51,35.6
ENV001185,RG0099,2027,95.8,31.6,Moderate,0.51,37.8
ENV001186,RG0099,2028,86.6,33.3,Moderate,0.51,36.7
ENV001187,RG0099,2029,89.0,35.0,Moderate,0.51,37.7
ENV001188,RG0099,2030,92.8,36.7,Moderate,0.51,39.0
ENV001189,RG0100,2019,98.5,18.0,Moderate,0.51,33.5
ENV001190,RG0100,2020,92.1,19.7,Moderate,0.51,32.9
ENV001191,RG0100,2021,101.1,21.4,High,0.51,35.1
ENV001192,RG0100,2022,90.6,23.1,Moderate,0.51,33.8
ENV001193,RG0100,2023,97.4,24.8,Moderate,0.51,35.7
ENV001194,RG0100,2024,87.1,26.5,Moderate,0.51,34.4
ENV001195,RG0100,2025,90.2,28.2,Moderate,0.51,35.5
ENV001196,RG0100,2026,96.8,29.9,Moderate,0.51,37.3
ENV001197,RG0100,2027,91.1,31.6,Moderate,0.51,36.9
ENV001198,RG0100,2028,91.2,33.3,Moderate,0.51,37.5
ENV001199,RG0100,2029,89.6,35.0,Moderate,0.51,37.8
ENV001200,RG0100,2030,89.6,36.7,Moderate,0.51,38.4
ENV001201,RG0101,2019,94.4,18.0,Moderate,0.51,32.7
ENV001202,RG0101,2020,94.8,19.7,Moderate,0.51,33.4
ENV001203,RG0101,2021,91.9,21.4,Moderate,0.51,33.4
ENV001204,RG0101,2022,90.6,23.1,Moderate,0.51,33.8
ENV001205,RG0101,2023,93.0,24.8,Moderate,0.51,34.8
ENV001206,RG0101,2024,98.6,26.5,Moderate,0.51,36.5
ENV001207,RG0101,2025,92.1,28.2,Moderate,0.51,35.9
ENV001208,RG0101,2026,88.2,29.9,Moderate,0.51,35.8
ENV001209,RG0101,2027,82.8,31.6,Moderate,0.51,35.4
ENV001210,RG0101,2028,82.5,33.3,Moderate,0.51,35.9
ENV001211,RG0101,2029,84.1,35.0,Moderate,0.51,36.8
ENV001212,RG0101,2030,82.3,36.7,Moderate,0.51,37.1
ENV001213,RG0102,2019,148.0,18.0,High,0.62,44.5
ENV001214,RG0102,2020,145.5,19.7,High,0.62,44.7
ENV001215,RG0102,2021,146.4,21.4,High,0.62,45.4
ENV001216,RG0102,2022,145.0,23.1,High,0.62,45.8
ENV001217,RG0102,2023,143.7,24.8,High,0.62,46.1
ENV001218,RG0102,2024,135.6,26.5,High,0.62,45.2
ENV001219,RG0102,2025,139.0,28.2,High,0.62,46.5
ENV001220,RG0102,2026,135.5,29.9,High,0.62,46.4
ENV001221,RG0102,2027,138.0,31.6,High,0.62,47.5
ENV001222,RG0102,2028,131.5,33.3,High,0.62,46.9
ENV001223,RG0102,2029,130.7,35.0,High,0.62,47.3
ENV001224,RG0102,2030,135.2,36.7,High,0.62,48.8
ENV001225,RG0103,2019,138.6,18.0,High,0.62,42.8
ENV001226,RG0103,2020,146.1,19.7,High,0.62,44.8
ENV001227,RG0103,2021,136.2,21.4,High,0.62,43.6
ENV001228,RG0103,2022,137.7,23.1,High,0.62,44.4
ENV001229,RG0103,2023,137.6,24.8,High,0.62,45.0
ENV001230,RG0103,2024,140.5,26.5,High,0.62,46.2
ENV001231,RG0103,2025,129.3,28.2,High,0.62,44.7
ENV001232,RG0103,2026,129.0,29.9,High,0.62,45.2
ENV001233,RG0103,2027,133.9,31.6,High,0.62,46.7
ENV001234,RG0103,2028,137.8,33.3,High,0.62,48.1
ENV001235,RG0103,2029,130.9,35.0,High,0.62,47.4
ENV001236,RG0103,2030,128.4,36.7,High,0.62,47.5
